Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Coach,Unofficial,Girl
43,31,昆山杜克大学,123,6,936,-,+4(223),-,+1(76),-,-1,+3(130),+2(162),-,+1(42),-,-,+7(63),66%,Gold,宋雨辰,杨宁远,袁天骏,龙江,N,N
44,32,同济大学,长日将尽,6,1010,-,-,-21,+2(48),+7(277),-,+6(90),+2(246),-,+2(38),-,-,+2(11),71%,Gold,储德明,姜梓恒,朱泽凯,叶晨,N,N
45,,电子科技大学,UESTC_忒修斯之船,6,1071,+8(295),-,-,+1(41),-,-,+1(99),+2(246),-,+3(61),-,-,+4(69),68%,Gold,吕书武,吴骏驰,徐以恒,吴磊,N,N
46,,中山大学,中山大学_教练我想拿金牌,6,1076,-,-4,-,+2(147),-,+4(227),+3(229),+3(169),-,+4(65),-,-,+1(19),64%,Silver,吴景图,梁梓豪,欧梓洋,万海,N,N
47,,中国科学技术大学,Firezox,5,312,-5,-,-,+1(20),-,-,+2(115),+1(88),-,+1(37),-,-,+2(12),28%,Silver,周瓯翔,方驰正,陈卫星,李春生,N,N
48,,香港中文大學,逆命,5,334,-,-2,-,+2(28),-2,-3,+1(85),+3(66),-,+2(21),-,-,+2(34),50%,Silver,吳有孚,袁樂勤,謝昶豪,麥偉豪,N,N
49,,杭州电子科技大学,重生之我是吉吉国王,5,335,-5,-,-,+1(34),-,-9,+1(75),+3(131),-,+1(41),-,-,+1(14),28%,Silver,徐墨凡,徐铭扬,陈姿颖,刘春英,N,N
50,,南京理工大学,赤豹纹狸,5,345,-,-1,-,+1(29),-,-,+1(130),+1(84),-,+3(47),-,-,+1(15),28%,Silver,吴俐伽,蔡佳铭,郭佳樊,余立功,N,N
51,33,四川大学,树上莫队,5,364,-,-1,-,+1(42),-,-,+1(150),+1(116),-,+1(19),-,-,+1(37),0%,Silver,刘却桓,朱奕杰,黄云垄,左劼,N,N
52,,同济大学,本来挺喜欢ACM的,5,399,-1,-,-,+1(22),-,-3,+1(158),+2(111),-,+2(48),-,-,+1(20),28%,Silver,刘依扬,孙治弘,张乐天,叶晨,N,N
52,34,西南财经大学,旅行者,5,399,-,-,-,+1(38),-,-1,+1(160),+4(94),-,+1(35),-,-,+1(12),37%,Silver,来冠男,杨文昊,王俊超,陈智,N,N
54,,北京大学,undefined,5,401,-,-4,-,+1(54),-,-4,+3(102),+1(97),-,+2(41),-,-,+2(27),44%,Silver,任柯瑾,林帮才,肖千与,罗国杰,N,N
55,,电子科技大学,UESTC_篝月明火,5,417,-7,-4,-,+1(24),-,-2,+2(156),+1(108),-,+2(50),-,-,+2(19),37%,Silver,彭帅康,李奕聪,陈奕可,杨鹏,N,N
56,35,山东大学,世伊鸾涧渊,5,421,-,-,-,+1(19),-1,-6,+1(70),+2(138),-,+1(41),-,-,+4(73),44%,Silver,俞程,许蕴朴,陈子载,鹿旭东,N,N
57,36,浙江万里学院,原来你们都是原神高手,5,439,-,-,-,+3(28),-4,-,+2(118),+1(156),-,+1(54),-,-,+1(23),37%,Silver,俞思远,周启鸿,竺夏,张延红,N,N
58,37,哈尔滨工业大学,都是方舟惹的祸,5,444,-1,-,-,+2(48),-,-,+1(85),+4(146),-,+1(44),-,-,+2(21),50%,Silver,王宜平,陈云龙,陈思阳,孙大烈,N,N
59,38,北京化工大学,祝你好运玩得开心,5,448,-,-,-,+1(15),-3,-,+2(155),+2(147),-,+2(45),-,-,+1(26),37%,Silver,徐文博,曾梓勋,黄东琦,刘勇,N,N
60,39,福州大学,浴室踩订书机,5,461,-7,-,-,+1(21),-,-,+1(125),+1(102),-,+2(78),-,-,+4(55),44%,Silver,江滢怡,游世伟,王奕然,傅仰耿,N,N
61,,哈尔滨工业大学,烨叶知秋,5,466,-8,-,-,+2(56),-,-,+1(141),+1(113),-,+1(81),-,-,+3(15),37%,Silver,叶程鹏,王续烨,邱思宇,孙大烈,N,N
62,40,周口师范学院,神里绫华,5,471,-2,-,-,+2(51),-,-,+1(124),+1(162),-,+1(71),-,-,+2(23),28%,Silver,买琮文,刘博,贾文婷,李骞,N,N
63,41,长沙理工大学,终旅,5,492,-5,-,-,+1(50),-,-,+1(95),+3(219),-,+1(62),-,-,+1(26),28%,Silver,周杨涛,彭烨青,辜湘利,邓广慧,N,N
64,42,华南理工大学,EssenceWFern,5,496,-,-,-,+2(37),-,-,+4(183),+1(107),-,+2(54),-,-,+1(15),50%,Silver,余梓灏,梁耀威,陈漫璟,冼楚华,N,N
65,43,国防科技大学,青铜时代号,5,505,-,-,-,+1(154),-,-3,+2(88),+2(133),-,+1(60),-,-,+1(30),28%,Silver,李泽锴,王荣航,蒋卓彧,尹良泽,N,N
66,44,西安交通大学,写都写了，交一发吧,5,509,-2,-,-,+2(87),-,-,+2(163),+1(127),-,+2(51),-,-,+1(21),37%,Silver,周品良,杨一帆,贺睿杰,王龙翔,N,N
66,44,复旦大学,黑莲,5,509,-,-,-,+1(80),-,-,+2(176),+1(134),-,+2(62),-,-,+1(17),28%,Silver,刘澈,吴思鸿,张润哲,孙未未,N,N
68,,武汉大学,revenge fire,5,516,-6,-,-,+1(25),-,-,+2(224),+1(86),-,+4(65),-,-,+2(16),50%,Silver,李澍,熊师飏,赵天毅,董文永,N,N
69,,四川大学,雨,5,526,-,-,-,+1(55),-,-11,+2(111),+3(164),-,+2(80),-,-,+2(16),50%,Silver,丁宗康,尹人令,王鹏超,左劼,N,N
70,46,东华大学,#不可视境界线#,5,527,-1,-,-,+1(40),-,-1,+4(168),+1(159),-,+1(50),-,-,+2(30),44%,Silver,刘青山,杨韵清,黄城帆,黄永锋,N,N
71,,山东大学,梦天使,5,536,-,-,-,+1(92),-,-,+1(123),+3(183),-,+2(64),-,-,+1(14),37%,Silver,张昊雨,耿浩天,董家豪,汪云海,N,N
72,47,西南大学,AutoC++,5,545,-7,-,-,+2(59),-,-,+3(99),+2(130),-,+1(76),-,-,+3(61),54%,Silver,傅祥斌,徐畅,马博涵,韩先锋,N,N
73,48,浙江师范大学,白洞、白色的明天在等着我们,5,549,-1,-,-,+1(38),-,-,+1(190),+3(123),-,+2(65),-,-,+3(33),50%,Silver,张煜,章可仲,郑可,于娟,N,N
74,49,天津大学,气球批发队,5,558,-4,-,-,+1(132),-,-,+1(145),+1(100),-,+3(60),-,-,+3(41),44%,Silver,安玺儒,庄瀚镕,蒋锐,于瑞国,N,N
75,50,佛山科学技术学院,去年打铁一整年,5,560,-,-,-,+1(36),-,-,+2(165),+1(232),-,+1(74),-,-,+2(13),28%,Silver,蔡璧润,越静怡,黄佳鋐,钟勇,N,N
76,51,东北大学秦皇岛分校,小饼卷大葱,5,566,-,-,-,+2(71),-,-4,+1(177),+2(171),-,+3(52),-,-,+1(15),44%,Silver,司伟业,李不凡,董淑睿,王和兴,N,N
77,,福州大学,四年老兵,5,570,-,-,-,+2(72),-,-,+1(148),+1(174),-,+2(66),-,-,+3(30),44%,Silver,林东颖,王子豪,蔡长波,傅仰耿,N,N
78,,东北大学,东北大学_礻亻牜,5,571,-,-,-,+2(52),-4,-,+2(166),+5(129),-,+2(60),-,-,+1(24),58%,Silver,王啸烽,王涵聪,邹宇轩,刘小锋,N,N
79,52,河北师范大学,键上翻花,5,574,-,-,-,+1(56),-,-,+2(197),+2(137),-,+1(70),-,-,+3(34),44%,Silver,刘志恒,翟一可,陈哲良,张培欣,N,N
80,53,苏州大学,Blowback,5,579,-1,-,-,+1(39),-,-,+1(146),+6(199),-,+1(51),-,-,+2(24),54%,Silver,周骁逸,王宇轩,简嘉瑶,朱晓旭,N,N
81,54,北京邮电大学,六目相对,5,581,-,-1,-,+2(52),-,-,+1(211),+2(197),-,+1(55),-,-,+1(26),28%,Silver,崔家瑞,罗毅锐,谢骞,杨亚,N,N
82,,山东大学,其实，我们早就是世一大了,5,598,-,-,-,+1(148),-,-,+3(191),+1(113),-,+1(39),-,-,+3(27),44%,Silver,宿子腾,杨昀淇,詹靖杰,汪云海,N,N
82,55,华东师范大学,与夏之花,5,598,-,-1,-,+1(46),-,-,+4(200),+1(79),-,+5(64),-,-,+3(29),64%,Silver,程籽实,谈笑枫,谢书骁,肖春芸,N,N
82,,浙江师范大学,羊村王中王,5,598,-,-,-,+1(33),-,-,+1(171),+2(272),-,+1(63),-,-,+2(19),28%,Silver,嵇纹垲,林宸,陈炯荣,彭浩,N,N
85,,中山大学,中山大学_天选打工人,5,599,-,-1,-,+2(41),-,-2,+3(205),+1(201),-,+1(64),-,-,+2(8),44%,Silver,吴明禹,肖淇,韩冠东,林瀚,N,N
86,,浙江师范大学,天上飞来一只猪,5,602,-,-,-,+2(64),-,-,+1(126),+4(210),-,+1(89),-,-,+1(33),44%,Silver,俞天琦,周启旋,朱晨峰,邱晟,N,N
87,,北京邮电大学,野鸡大队,5,603,-,-1,-,+3(177),-,-,+2(106),+1(134),-,+3(63),-,-,+1(23),50%,Silver,任飞,李知拙,黄旭,杨亚,N,N
88,,南方科技大学,南方科技大学-万塔,5,604,-,-,-,+1(117),-3,-,+1(160),+1(198),-,+3(53),-,-,+2(16),37%,Silver,张嘉妤,钟乐,陈峦,唐博,N,N
88,56,浙大宁波理工学院,大橘.exe未响应,5,604,-,-,-,+1(98),-,-1,+1(154),+1(239),-,+1(81),-,-,+1(32),0%,Silver,方晨,涂荣基,胡铭,郭新友,N,N
90,57,广西大学,知耻而后勇,5,605,-2,-,-,+1(26),-,-,+1(239),+3(225),-,+1(55),-,-,+1(20),28%,Silver,李周祥,李崇彰,陈松盛,詹锋,N,N
91,,西安交通大学,天狼星的心脏,5,608,-1,-1,-,+1(59),-,-,+1(163),+3(156),-,+3(71),-,-,+3(39),54%,Silver,刘一可,洪家庆,许孜诚,王龙翔,N,N
92,58,台州学院,沧浪之水--为梦而战,5,612,-,-,-,+1(57),-,-,+4(188),+1(209),-,+1(77),-,-,+1(21),37%,Silver,任敏浩,孙宇飞,陈景钧,胡永良,N,N
93,,南京大学,南小鸟,5,616,-,-,-,+1(154),-4,-,+2(145),+1(147),-,+1(36),-,-,+4(54),44%,Silver,周相羽,朱家辰,贺卓宇,马骏,N,N
93,,上海交通大学,蒸蒸日上,5,616,-4,-,-,+1(30),+4(288),-,-7,+3(117),-,+1(46),-,-,+2(15),54%,Silver,吴之琛,曹倍铭,赵鹏宏,余勇,N,N
95,59,上海海洋大学,想想布鲁特福斯怎么做,5,617,-,-,-,+3(65),-,-,+2(191),+1(222),-2,+2(43),-,-,+1(16),44%,Silver,何禹喧,徐华源,林暄远,于庆梅,N,N
96,,天津大学,原神、道和篮球,5,620,-,-,-,+1(147),-,-,+1(239),+1(135),-,+1(49),-,-,+2(30),16%,Silver,李国鸿,许哲诚,陈晟骞,于瑞国,N,N
97,60,辽宁大学,云里雾里,5,622,-3,-,-,+1(38),-,-,+1(231),+4(188),-,+2(64),-,-,+1(21),44%,Silver,史旨,殷勇杰,雷震宇,曲大鹏,N,N
98,61,西南科技大学,能别挂我java/计基/概率论吗,5,624,-,-,-,+1(49),-,-,+3(240),+1(173),-,+2(75),-1,-,+1(27),37%,Silver,何明成,刘炅珺,游克峰,杨春明,N,N
99,62,哈尔滨工业大学（威海）,唐可可后援会,5,625,-1,-,-,+1(51),-,-,+2(184),+2(178),-,+3(88),-,-,+2(24),50%,Silver,易子杰,李昕烨,许展翔,董开坤,N,N
99,,南京理工大学,流满猫猫头,5,625,-1,-,-,+2(60),-,-,+1(160),+3(184),-,+1(85),-,-,+3(36),50%,Silver,丁则文,何丰辰,王一萌,余立功,N,N
101,,北京邮电大学,你说的队,5,627,-,-,-,+1(27),-,-,+2(245),+1(193),-,+1(42),-,-,+3(60),37%,Silver,卢安来,孙伟哲,王冀恒,杨亚,N,N
102,,复旦大学,再多一眼看一眼就会 AC,5,629,-,-,-,+1(55),-,-,+1(202),+1(215),-,+1(88),-,-,+3(29),28%,Silver,周子羽,李航成,罗意明,孙未未,N,N
103,63,厦门大学,点分治分点,5,631,+4(217),-,-,+1(59),-4,-,-6,+2(171),-,+2(69),-,-,+1(15),50%,Silver,周正,徐铭逸,邹品聪,林文水,N,N
103,63,浙江农林大学暨阳学院,蟒蛇仙草咖啡馆,5,631,-1,-2,-,+2(79),-,-,+1(145),+1(225),-,+2(108),-,-,+1(34),28%,Silver,姜梓堉,张启琛,朱新捷,刘福泉,N,N
105,65,中南大学,Ciallo_World,5,655,-,-,-,+2(113),-,-2,+1(144),+1(212),-,+3(75),-,-,+2(31),44%,Silver,朱天乐,李渔,高雨涵,陈再良,N,N
106,,南京大学,平流层,5,656,-,-,-,+1(19),-,-,+5(176),+5(188),-,+1(50),-,-,+2(43),64%,Silver,潘谟天,陆华均,陈梓睿,马骏,N,N
107,66,浙江科技学院,djwcb,5,659,-,-,-,+1(88),-,-,+1(152),+2(260),-,+4(59),-,-,+1(20),44%,Silver,梁展博,范思哲,陶俊,金建勋,N,N
108,67,北方工业大学,全靠外卡,5,672,-2,-2,-2,+3(34),-1,-1,+2(217),+1(148),-1,+2(86),-1,-1,+4(47),58%,Silver,周易,王思诚,郑元兴,李源,N,N
109,,浙江工业大学,苦思冥想,5,674,-,-,-,+1(20),-,-,+5(254),+2(135),-,+1(58),-,-,+3(67),58%,Silver,张济威,蒋瑞丰,陈信言,韩珊珊,N,N
109,68,上海理工大学,安云染街 客语佳辰,5,674,-,-5,-,+2(132),-,-,+1(106),+5(256),-,+2(42),-,-,+1(18),54%,Silver,吴佳霖,张皓宇,董柯演,周春樵,N,N
111,69,西安电子科技大学,队名是啥,5,678,-,-5,-,+1(17),-,-,+1(156),+3(248),-,+6(94),-,-,+1(23),58%,Silver,朱星宇,王靖恒,黄旭,张淑平,N,N
112,70,华中师范大学,热爱生活,5,686,-,-,-,+1(78),-,-,+5(189),+2(212),-,+1(57),-,-,+2(30),54%,Silver,张国涛,邓洁,陈程,叶俊民,N,N
113,71,江苏大学,闪耀之所在,5,689,-,-,-,+1(85),-,-,+2(237),+2(222),-,+2(52),-,-,+1(33),37%,Silver,张道正,林海昊,赵安杰,潘雨青,N,N
114,72,南京信息工程大学,跟不上榜,5,690,-,-,-,+2(63),-,-,+5(273),+1(106),-,+2(60),-,-,+2(48),58%,Silver,洪伟,潘小康,管润达,宋彪,N,N
114,72,鲁东大学,星星之火 - 重生,5,690,-,-,-,+1(80),-,-,+1(191),+2(288),-,+2(60),-,-,+1(31),28%,Silver,李春阳,许博,陈新阳,张小峰,N,N
116,74,安徽工业大学,安工大今年最后在ICPC上睡觉,5,692,-,-1,-,+1(133),-,-,+1(231),+1(195),-,+1(51),-,-,+4(22),37%,Silver,戴铃涛,林仁杰,翟智伟,王喜凤,N,N
117,75,深圳技术大学,SZTU_小呆猫猫,5,695,-,-,-,+1(111),-,-,+2(156),+3(267),-,+2(60),-,-,+1(21),44%,Silver,林泽扬,潘键颖,黄瑛琪,郭云镝,N,N
118,76,南开大学,强基计划我爱你,5,709,-8,-,-,+1(137),-3,-,+1(174),+4(254),-,+1(41),-,-,+2(23),44%,Silver,赵思远,车昱辉,郭军凯,刘晓光,N,N
118,,北京理工大学,雪崩团灭清一色,5,709,-3,-,-,+2(64),-,-,+1(253),+4(258),-,+1(44),-,-,+1(10),44%,Silver,袁奕晨,费承昱,黄子越,付莹,N,N
120,77,湖南理工学院,流泪猫猫头,5,721,-,-,-,+1(51),-,-,+1(248),+1(220),-,+2(84),-,-,+4(38),44%,Silver,梁韧,金烜宇,陈睿轩,潘理,N,N
121,,华中科技大学,想好队名再改,5,723,-,-,-,+2(134),-,-,+2(266),+2(179),-,+1(56),-,-,+1(28),37%,Silver,李梓扬,林博珩,邱卓珩,何琨,N,N
122,78,南通大学,抱歉，这没有南通,5,726,-,-1,-,+1(37),-,-,+2(171),+3(282),-,+2(88),-,-,+2(48),50%,Silver,周杰,张世梁,陆玺州,陈翔,N,N
123,,电子科技大学,UESTC_扭转乾坤,5,731,-,-,-,+1(80),-,-,+6(286),+1(125),-,+2(44),-,-,+3(36),61%,Silver,王振波,郑力文,魏祥翰,汪小平,N,N
124,79,山东理工大学,张鱼小丸子,5,738,-,-,-,+2(119),-,-,+1(176),+1(229),-,+2(89),-,-,+3(45),44%,Silver,张森,潘清源,王震,张先伟,N,N
125,,东华大学,陈晓剑舞,5,751,-,-,-,+1(133),-,-,+1(165),+4(287),-,+1(80),-,-,+1(26),37%,Silver,孙逸凡,李玟剑,郭旭阳,黄永锋,N,N
126,,杭州电子科技大学,杏花疏影林,5,762,-,-,-,+1(39),-,-1,+6(233),+4(244),-,+1(67),-,-,+1(19),61%,Silver,余梓诚,傅景康,徐熙来,刘春英,N,N
127,,武汉大学,单身十年换金牌,5,764,-2,-,-,+1(175),-,-,+5(219),+1(162),-,+1(60),-,-,+2(48),50%,Silver,张涵,潘非,黄子君,董文永,N,N
128,,中山大学,中山大学_testWA,5,772,-,-,-,+3(279),-,-,+1(124),+3(126),-,+4(77),-,-,+1(26),58%,Silver,王泓皓,罗金浩,陈峻宇,张子臻,N,N
129,80,南昌大学,不可思议,5,782,-,-,-,+2(110),-,-,+3(211),+1(288),-,+3(56),-,-,+1(17),50%,Silver,吴佳炜,李书羽,赵赟,于海雯,N,N
130,81,上海科技大学,以上成绩全部无效,5,787,-,-,-,+1(35),-,-,+9(223),+6(152),-,+4(46),-,-,+1(11),76%,Silver,俞喆川,杨子烆,钱靖,杨思蓓,N,N
131,,中国科学技术大学,调查兵团,5,788,-,-,-,+2(53),+2(271),-,-19,+2(129),-,+4(109),-,-,+5(26),66%,Silver,朱晨曦,蔡俊成,高雍涵,李春生,N,N
132,82,西南交通大学,公主殿下后卫队,5,793,-,-2,-,+1(219),-,-,+1(138),+3(255),-,+1(68),-,-,+2(53),37%,Silver,毛锦阳,谢承志,陈凯南,喻琇瑛,N,N
133,,北京航空航天大学,哟哟,5,794,-,-,-,+4(135),-,-,+1(293),+2(184),-,+1(59),-,-,+2(23),50%,Silver,孙健钧,李澎瑞,黄伟宁,宋友,N,N
134,83,河南工业大学,过不了四级怎么办,5,810,-,-,-,+1(39),-,-,+2(263),+6(176),-,+7(74),-,-,+1(18),70%,Silver,刘叠,高以宁,黄鹏宇,李磊,N,N
135,84,北京工业大学,Sis puella magica!,5,814,-,-,-,+1(156),-2,-,+1(176),+4(259),-,+2(87),-,-,+2(36),50%,Silver,佟祥正,易思铭,管丹辰,高红雨,N,N
136,,武汉理工大学,幻想乡旅行团,5,818,-1,-,-,+2(224),-,-,+1(216),+1(164),-,+3(87),-,-,+1(67),37%,Bronze,刘泽宇,巫殷凯,胡书诚,赵冬冬,N,N
