Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,Dirt,Medal,Member1,Member2,Member3,Unofficial,Girl
294,160,中国石油大学（华东）,冰泮北徂,5,632,-,-,+1(70),-,+1(161),+4(60),+5(167),-,-,+2(14),-,-10,61%,Honorable,孙镭铭,宁健,谢晨阳,N,N
295,161,长春工业大学,荔枝只因洗澳—噶凹吸寅咯魏—古欧吃场,5,634,-,-,+1(96),-,-,+1(42),+3(141),-,-,+2(20),-,+1(275),37%,Honorable,李金肖,郭畅,高新桂,N,N
296,162,云南大学,ououo,5,635,-,-,+1(182),-,+2(101),+2(110),+1(164),-,-,+1(38),-,-3,28%,Honorable,杨佳祺,缪文昊,郑晓雷,N,N
297,163,大连大学,还想要一个气球,5,639,-1,-1,+1(37),-1,+8(285),+1(65),+1(94),-1,-1,+1(18),-1,-5,58%,Honorable,孙文棋,李承昊,李民豪,N,N
298,164,东华大学,大 2.76 陪跑队,5,656,-,-,+1(43),-,+7(255),+1(55),+3(116),-,-,+1(27),-,-,61%,Honorable,方源,潘有升,马千瑜,N,N
299,,天津工业大学,炫我嘴里,5,680,-,-,+5(51),-,+3(284),+1(66),+1(148),-,-,+1(11),-,-8,54%,Honorable,方仕远,李俊锋,汪杰頔,N,N
300,,华南师范大学,重生之我是顺十字,5,683,-,-,+3(77),-,+1(270),+2(61),+3(155),-,-,+1(20),-,-1,50%,Honorable,周锐楷,朱家明,马晖凯,N,N
301,,西北工业大学,xhy 粉丝团,5,696,-,-,+2(135),-,-,+2(46),+2(193),-,-,+1(19),-,+1(243),37%,Honorable,刘伟业,吴优,郝春博,N,N
302,165,北方工业大学,为菈妮，我变成码农模样,5,703,-,-,+1(63),-,+4(294),+2(91),+1(155),-,-,+1(20),-,-,44%,Honorable,罗沛松,覃奕涵,陈泱志,N,N
303,,湘潭大学,人不熬夜就不会熬夜,5,717,-,-,+1(63),-,+7(281),+3(57),+2(115),-,-,+1(21),-,-2,64%,Honorable,万鑫,罗旺,谷杰,N,N
304,,吉林大学,H-Z-J 树,5,726,-,-,+4(53),-,+3(256),+2(35),+6(150),-,-,+1(12),-,-4,68%,Honorable,蒋致欧,郑佳策,黄哲霖,N,N
305,166,徐州工程学院,你就是歌姬,5,740,-,-,+1(32),-,+16(297),+1(39),+1(62),-,-,+1(10),-,-13,75%,Honorable,于孝元,周子淳,张赏赏,N,N
306,167,佛山科学技术学院,遇到困难摆大烂,5,756,-,-,+1(29),-,-4,+1(69),+6(227),-,-,+1(79),-,+3(212),58%,Honorable,林新锋,蔡璧润,越静怡,N,N
307,,太原理工大学,爆零菜鸟队,5,786,-,-,+2(47),-,+4(273),+3(100),+2(197),-,-,+1(29),-,-,58%,Honorable,周翰洋,杜力威,黄欣禹,N,N
308,,北京交通大学,你说的都队,5,840,-,-,+4(127),-,+4(280),+4(117),+1(110),-,-,+1(26),-,-,64%,Honorable,周荣智,王纪元,鲁晓曼,N,N
309,,东南大学,凤梨口味,5,965,-,-,+2(97),-,-,+1(36),+10(234),-,-,+1(15),-,+6(283),75%,Honorable,史瑞潇,柯凯毅,陈琳昊,N,N
310,168,新疆大学,xju-cyy-djc-zsy,5,1039,-,-,+8(283),-,+1(236),+4(95),+2(193),-,-,+1(12),-,-2,68%,Honorable,章凇瑜,董俊成,陈永园,N,N
311,,安徽大学,常见傅里叶变换队,5,1042,-,-,+3(183),-,+7(269),+3(38),+5(260),-,-,+1(12),-,-1,73%,Honorable,徐麟,邵红坤,韩泓晟,N,N
312,,南京航空航天大学,林克时间,4,141,-,-,+1(24),-,-2,+1(46),+1(59),-,-,+1(12),-,-1,0%,Honorable,刘明杰,袁尔杭,陈泓谙,N,N
313,169,厦门大学嘉庚学院,现在是学术时间,4,146,-,-,+1(27),-,-2,+1(40),+1(65),-,-,+1(14),-,-,0%,Honorable,范徐伟,陆淳杰,黄振豪,N,N
313,,成都信息工程大学,素键指韵,4,146,-,-,+1(26),-,-,+1(40),+1(66),-,-,+1(14),-,-2,0%,Honorable,于天骄,张睿驰,李江平,N,N
315,,江西师范大学,骰子一投就是 6,4,152,-,-,+1(44),-,-6,+1(34),+1(56),-,-,+1(18),-,-,0%,Honorable,杜恒国,程心奕,郑顶文,N,N
316,,南昌航空大学,雀食蟀二队,4,154,-,-,+2(30),-,-3,+1(31),+1(64),-,-,+1(9),-,-3,20%,Honorable,李浩然,谢梦涛,项煌坤,N,N
317,170,宁波大学,霁,4,158,-,-,+1(33),-,-6,+2(21),+1(78),-,-,+1(6),-,-,20%,Honorable,余涛,程亚玮,黄雨彤,N,N
317,170,河南师范大学,起名字好难,4,158,-,-,+1(30),-,-5,+1(42),+1(78),-,-,+1(8),-,-,0%,Honorable,孙淑静,杨增昊,王宇航,N,N
319,,华中师范大学,可少看点二次元 8.jpg,4,174,-,-,+1(21),-,-,+1(35),+2(78),-,-,+1(20),-,-5,20%,Honorable,张从政,陈屹群,黄青林,N,N
320,172,广州大学,紫罗兰,4,177,-,-,+1(26),-,-7,+1(47),+1(92),-,-,+1(12),-,-3,0%,Honorable,吴朝亮,庄鹏鑫,林志伟,N,N
321,,成都理工大学,龙专欢迎你,4,181,-,-,+1(29),-,-,+1(38),+1(101),-,-,+1(13),-,-,0%,Honorable,代乐顺,刘奕俊,雷笙达,N,N
322,,湘潭大学,恶龙骑士,4,183,-,-,+1(37),-,-2,+1(25),+2(86),-,-,+1(15),-,-,20%,Honorable,丁奥丞,夏楠林,郑灵欣,N,N
323,173,南阳理工学院,不懂人均算法,4,187,-,-,+1(35),-,-6,+1(45),+1(92),-,-,+1(15),-,-,0%,Honorable,扶灿星,牛铜,陈志强,N,N
324,174,临沂大学,光之子,4,195,-,-,+1(29),-,-7,+3(40),+1(77),-,-,+1(9),-,-3,33%,Honorable,王恒,纪慧莹,范朝辉,N,N
325,175,西南石油大学,三元运算律,4,198,-,-,+1(27),-,-2,+1(36),+3(79),-,-,+1(16),-,-6,33%,Honorable,刘知鑫,叶天宇,谭涛,N,N
325,,山东理工大学,乘风破浪打工人,4,198,-,-,+1(62),-,-6,+1(25),+1(102),-,-,+1(9),-,-,0%,Honorable,张子昊,王文正,苌锦煦,N,N
327,,浙江财经大学,浙财 22 队,4,200,-,-,+2(33),-,-,+1(43),+1(67),-,-,+2(17),-,-6,33%,Honorable,朱腾,王乔治,陈超,N,N
328,,武汉理工大学,南湖打铁王,4,205,-,-,+1(50),-,-2,+1(37),+1(105),-,-,+1(13),-,-7,0%,Honorable,张逸敏,林玮琦,秦雨祥,N,N
329,176,河南理工大学,三个赌徒,4,206,-1,-1,+1(30),-1,-5,+1(37),+3(83),-1,-,+1(16),-,-5,33%,Honorable,任娱莹,李梦华,黄加钦,N,N
330,177,北华大学,只因你太美,4,212,-,-,+1(34),-,-2,+1(55),+1(105),-,-,+1(18),-,-,0%,Honorable,彭章泽,李军航,王振,N,N
331,,暨南大学,什么捏？,4,216,-,-,+2(26),-,-2,+1(43),+2(90),-,-,+1(17),-,-,33%,Honorable,刘泰极,王子峻,陈沛恩,N,N
332,178,长安大学,可达鸭今天什么都吃,4,222,-,-,+1(55),-,-1,+1(43),+2(84),-,-,+1(20),-,-4,20%,Honorable,刘文越,安天宇,郑程浩,N,N
333,179,南华大学,国家汪汪大队,4,223,-,-,+1(43),-,-2,+1(49),+1(110),-,-,+1(21),-,-3,0%,Honorable,宋泽坤,李卓能,肖珂,N,N
334,,中北大学,芝士 DJ,4,224,-,-,+1(34),-,-5,+1(54),+1(91),-,-,+2(25),-,-,20%,Honorable,刘嘉华,方杰,程子昊,N,N
335,180,宁波工程学院,队长没过 4 级队,4,231,-,-,+3(58),-,-6,+1(44),+1(79),-,-,+1(10),-,-2,33%,Honorable,席帅,徐恩祥,耿龙斌,N,N
335,180,沈阳航空航天大学,打铁小分队,4,231,-1,-1,+1(64),-1,-1,+2(40),+1(94),-,-,+1(13),-,-1,20%,Honorable,刘一鸣,刘立业,李书航,N,N
337,182,中国矿业大学,矿世奇才,4,236,-,-,+1(15),-,-6,+2(25),+2(94),-,-,+2(42),-,-2,42%,Honorable,刘凯,肖佳乐,蔡家桢,N,N
338,,青岛大学,猫猫烧烤师粉丝后援团,4,239,-,-,+2(45),-,-2,+1(55),+1(102),-,-,+1(17),-,-8,20%,Honorable,林梦森,祝奕骏,谷永禾,N,N
339,,南京理工大学,积木森林,4,241,-,-,+1(51),-,-9,+1(41),+1(133),-,-,+1(16),-,-5,0%,Honorable,代领,叶顺龙,石旭,N,N
340,,北华大学,人活着就是为了魈,4,244,-,-,+1(45),-,-,+1(61),+1(109),-,-,+1(29),-,-4,0%,Honorable,叶鑫楠,杨佳乐,王旭,N,N
341,,宁波大学,演员小队,4,247,-,-,+1(61),-,-2,+2(45),+2(95),-,-,+1(6),-,-2,33%,Honorable,吴凯晟,胡值闻,蒋轶波,N,N
342,,长沙理工大学,猫猫队坐大牢,4,250,-,-,+2(30),-,-,+2(48),+1(91),-,-,+2(21),-,-5,42%,Honorable,刘群,熊谦,王鼎亿,N,N
342,183,浙江中医药大学,ZCMU-学海无涯，心存高远,4,250,-,-,+1(43),-,-4,+2(61),+1(93),-,-,+2(13),-,-,33%,Honorable,吴韩宇,毛冬冬,陈翊飞,N,N
344,184,合肥学院,菲尼克斯,4,251,-,-,+1(36),-,-2,+2(49),+2(110),-,-,+1(16),-,-,33%,Honorable,张帅,王彩超,王星力,N,N
345,185,大连海事大学,冲冲冲,4,252,-,-,+2(49),-,-,+2(53),+2(83),-,-,+1(7),-,-4,42%,Honorable,杨洋,熊俊宇,黄藩,N,N
346,,长安大学,我 ACMer 也绝非鳝类,4,258,-,-,+1(67),-,-3,+1(51),+1(124),-,-,+1(16),-,-,0%,Honorable,余锦鹏,孙如祥,陈申奥,N,N
347,,中国计量大学,多 A 就 C 队,4,261,-,-,+2(32),-,-4,+2(49),+3(87),-,-,+1(13),-,-1,50%,Honorable,包维辰,胡剑豪,胡翰林,N,N
348,186,空军工程大学,延安延安,4,262,-,-,+1(59),-,-2,+1(36),+1(143),-,-,+1(24),-,-,0%,Honorable,丁鹏,王灵军,陈执,N,N
348,186,黑龙江大学,土土土突突突突,4,262,-,-,+1(39),-,-4,+1(51),+1(147),-,-,+1(25),-,-,0%,Honorable,杨阳,林宏亮,郭韦垚,N,N
350,,湖南理工学院,bibabo,4,265,-,-,+1(38),-,-3,+3(58),+1(117),-,-,+1(12),-,-,33%,Honorable,宋健,陈鹏,高天宇,N,N
351,188,电子科技大学中山学院,牛肉干 5 队,4,269,-,-,+1(27),-,-5,+1(43),+3(145),-,-,+1(14),-,-6,33%,Honorable,李汶博,林崇宪,樊洪源,N,N
352,,香港中文大学（深圳）,不会起名字,4,270,-,-,+1(38),-,-3,+3(48),+2(107),-,-,+1(17),-,-5,42%,Honorable,施若暄,潘婕,董如暄,N,Y
353,,河南理工大学,三杯拿铁,4,274,-,-,+3(70),-,-8,+1(36),+1(114),-,-,+1(14),-,-,33%,Honorable,付旭闯,李羽佳,田志俊,N,N
354,,东北大学,东北大学_时间列车,4,275,-,-,+1(53),-,-5,+2(41),+1(90),-,-,+3(31),-,-3,42%,Honorable,崔欣宁,郑丞秀,龙起涛,N,N
355,,武汉科技大学,队友 coding 我 sleeping,4,276,-,-,+2(72),-,+1(131),+1(41),-2,-,-,+1(12),-,-12,20%,Honorable,康敏,杨湃,程子雄,N,N
356,189,福建农林大学,16KB 打铁队,4,280,-,-,+1(58),-,-3,+1(74),+1(107),-,-,+2(21),-,-2,20%,Honorable,李树彬,蒋恒艺,陈有锴,N,N
356,189,嘉应学院,三个臭皮匠,4,280,-,-,+2(40),-,-9,+2(71),+1(112),-,-,+1(17),-,-5,33%,Honorable,庄宇航,张泽鑫,杨润财,N,N
356,189,贵州大学,代码给我抄下呗,4,280,-,-,+1(28),-,-10,+3(54),+2(130),-,-,+1(8),-,-,42%,Honorable,吴子劲,宋垒,潘学境,N,N
359,192,南京工业大学,元宇宙,4,282,-,-,+1(47),-,-1,+1(67),+1(116),-,-,+2(32),-,-1,20%,Honorable,吴彦飞,薛艳,陈星,N,N
360,193,惠州学院,不爆 0 就算成功,4,283,-,-,+1(90),-,-,+2(42),+1(112),-,-,+1(19),-,-6,20%,Honorable,林锐涛,温培绚,郑凯毓,N,N
360,193,南京信息工程大学,那你能帮帮我吗,4,283,-,-,+1(49),-,-5,+2(73),+1(114),-,-,+1(27),-,-,20%,Honorable,李嘉松,邢一鸣,魏林东,N,N
362,,暨南大学,追追光者者,4,292,-,-,+1(39),-,-1,+4(79),+1(98),-,-,+1(16),-,-3,42%,Honorable,周祝涛,李安宁,陈梓聪,N,N
363,,广东工业大学,代码敲不队,4,295,-,-,+1(47),-,-1,+2(45),+1(174),-,-,+1(9),-,-9,20%,Honorable,孙浩轩,彭德鑫,钟少鹏,N,N
364,195,长沙学院,玛奇玛,4,299,-,-,+4(62),-,-5,+1(53),+1(99),-,-,+1(25),-,-1,42%,Honorable,张胜,彭钰淇,钟文博,N,N
365,196,苏州科技大学,菜,4,301,-,-,+2(64),-,-,+1(82),+1(117),-,-,+1(18),-,-,20%,Honorable,侯云飞,牟其霖,黄清扬,N,N
366,,浙江中医药大学,ZCMU-胖头切丁味更佳,4,305,-,-,+1(141),-,-,+2(43),+1(86),-,-,+1(15),-,-3,20%,Honorable,丁陈晨,梁禹,贺佳,N,Y
367,197,浙江育英职业技术学院,暴躁粉红兔大战苗条!!! 橘子精,4,307,-,-,+1(73),-,-3,+2(36),+2(115),-,-,+2(23),-,-,42%,Honorable,丁迪喜,沈汪洋,陈淑琪,N,N
367,197,上海海事大学,仨个顶零,4,307,-,-,+1(48),-,-1,+2(63),+2(129),-,-,+1(27),-,-,33%,Honorable,丁鹏,周子洋,陆锦云,N,N
369,,哈尔滨工业大学（威海）,七仪鹿,4,310,-,-,+1(109),-,-1,+1(50),+1(138),-,-,+1(13),-,-6,0%,Honorable,刘金澜,张仪,杨志超,N,N
370,199,吉首大学,Re:从打铁开始的 ACM,4,311,-,-,+2(76),-,-1,+1(48),+2(130),-,-,+1(17),-,-3,33%,Honorable,周杰洋,唐靖,沈子杰,N,N
371,,大连理工大学,想队名好难啊,4,317,-,-,+1(47),-,-,+1(72),+2(129),-,-,+2(29),-,-5,33%,Honorable,丁瑞,李东,黄千骏,N,N
372,200,烟台大学,没有队名就是最好的队名,4,320,-,-,+3(106),-,-,+1(30),+1(128),-,-,+1(16),-,-,33%,Honorable,唐睿,宋旭洁,张晓璇,N,Y
373,201,莆田学院,白色相簿,4,324,-,-,+5(68),-,-,+1(73),+1(91),-,-,+1(12),-,-8,50%,Honorable,郭翼,陈果,陈梅星,N,N
374,,河南理工大学,重生之我是菜鸡,4,327,-,-,+1(33),-,-,+1(51),+4(170),-,-,+1(13),-,-,42%,Honorable,杜欣恒,程佳豪,符建昊,N,N
375,,电子科技大学中山学院,牛肉干 6 队,4,329,-,-,+2(22),-,-5,+2(63),+6(86),-,-,+1(18),-,-,63%,Honorable,彭炫瑜,杨嘉杰,陈晓志,N,N
376,202,广东东软学院,永不秃头队,4,331,-,-,+3(65),-,-2,+1(80),+1(115),-,-,+1(31),-,-7,33%,Honorable,杜沛源,林耐,胡天维,N,N
377,203,南京晓庄学院,这个队没有名字,4,341,-,-,+3(57),-,-2,+2(41),+3(137),-,-,+1(6),-,-7,55%,Honorable,张权,洪湘雪,王子越,N,N
378,204,湖南中医药大学,风卷残云,4,348,-,-,+2(53),-,-7,+2(60),+3(139),-,-,+1(16),-,-,50%,Honorable,王雄俊,程志豪,郭星鑫,N,N
379,205,合肥工业大学,嫩牛五方,4,352,-,-,+1(76),-,-6,+2(47),+4(133),-,-,+1(16),-,-,50%,Honorable,吴靖宇,张洪嘉,王熠闻,N,N
380,,苏州大学,DFS,4,354,-,-,+2(68),-,-,+2(83),+1(134),-,-,+1(29),-,-,33%,Honorable,孙家扬,尹邓阳,范子铃,N,N
380,,浙江工业大学,ZJUT13,4,354,-1,-,+1(50),-,-10,+2(44),+1(213),-,-,+1(27),-,-1,20%,Honorable,张锦鸿,蒋瑞丰,陈信言,N,N
382,,福州大学,一支队伍,4,355,-,-,+1(27),-,+2(195),+4(39),-15,-,-,+1(14),-,-,50%,Honorable,叶海鹏,方承锐,林奕鑫,N,N
383,206,浙江万里学院,咱三一队,4,359,-,-,+1(99),-,-1,+3(76),+1(131),-,-,+1(13),-,-3,33%,Honorable,何潇薇,朱欣仪,钱沁浩,N,N
384,207,阜阳师范大学,五彩斑斓的黑,4,362,-,-,+5(76),-,-4,+3(35),+1(93),-1,-,+2(18),-,-6,63%,Honorable,汪梓豪,胡伟,胡召鑫,N,N
384,,青岛科技大学,VOBEYAN,4,362,-,-,+1(71),-,-7,+2(86),+2(147),-,-,+1(18),-,-,33%,Honorable,武伯龙,陈鸿博,靳知见,N,N
386,,浙江理工大学,邪王真眼是最强的,4,365,-,-,+1(25),-,+1(267),+2(38),-6,-,-,+1(15),-,-1,20%,Honorable,俞璐瑶,庄志宽,陈颖豪,N,N
387,,哈尔滨理工大学,哈理工 03 队,4,367,-,-,+1(63),-,-,+1(56),+3(186),-,-,+1(22),-,-,33%,Honorable,凌晟博,刘松语,张志娟,N,N
388,208,西南财经大学,疯狂的小饼干,4,369,-,-,+2(61),-,-3,+2(85),+3(125),-,-,+1(18),-,-2,50%,Honorable,刘诗雨,范博洋,许倬钒,N,N
389,209,西华大学,跪着挣 dollar,4,381,-,-,+1(75),-,-4,+3(94),+2(136),-,-,+1(16),-,-,42%,Honorable,冯旭,刘奇,郑泽同,N,N
390,,河南理工大学,AC 来咯,4,382,-,-,+1(103),-,-6,+2(85),+1(160),-,-,+1(14),-,-,20%,Honorable,姚俊鹏,李佳龙,闫滋豪,N,N
391,,东北师范大学,镜花水月,4,389,-,-,+2(43),-,-5,+2(73),+6(113),-,-,+1(20),-,-4,63%,Honorable,戴文杰,王世茂,贺金龙,N,N
391,,合肥工业大学,来都来了,4,389,-,-,+1(61),-,-6,+1(75),+4(141),-,-,+2(32),-,-5,50%,Honorable,张韬,阳勇权,黄超龙,N,N
391,210,中国地质大学（武汉）,WA 自动只因,4,389,-,-,+1(44),-,-1,+1(73),+2(191),-,-,+1(61),-,-,20%,Honorable,孟华龙,张家晨,潘敖,N,N
394,,中国石油大学（华东）,签到题判题机,4,396,-,-,+2(34),-,-,+3(52),+4(181),-,-,+1(9),-,-1,60%,Honorable,上官佳恩,刘晋博,戚贝宁,N,N
395,211,肇庆学院,北岭三队,4,421,-,-,+3(88),-,-7,+3(102),+1(129),-,-,+1(22),-,-,50%,Honorable,梁荣滨,洪兆宇,钟楚能,N,N
396,,东北师范大学,极光,4,422,-,-,+2(48),-1,-5,+1(64),+6(172),-,-,+1(18),-,-,60%,Honorable,曾令树,胡潇,陈胤儒,N,N
397,212,曲阜师范大学,保研队友的 icpc 生活,4,424,-,-,+1(97),-,-,+1(77),+1(185),-,-,+1(65),-,-,0%,Honorable,孙涛,李政德,李树臻,N,N
398,213,成都东软学院,东软钢铁侠,4,428,-,-,+1(71),-,-3,+1(62),+5(197),-,-,+1(18),-,-,50%,Honorable,刘爽爽,周海君,杨天智,N,N
398,,上海大学,以上,4,428,-,-,+1(30),-,+3(256),+1(65),-,-,-,+1(37),-,-2,33%,Honorable,吴凡,周子竣,贺新宇,N,N
400,214,福建师范大学,三进制赛博动物园,4,430,-,-,+2(117),-,-3,+1(60),+1(217),-,-,+1(16),-,-1,20%,Honorable,叶继禹,洪雅婷,黄静珊,N,N
401,215,信息工程大学,三小只打铁怪,4,432,-,-,+3(137),-,-3,+1(48),+1(163),-,-,+2(24),-,-,42%,Honorable,斯逸涵,梁卓芸,王嘉欣,N,Y
402,216,湖南人文科技学院,完美谢幕,4,434,-,-,+1(38),-,-5,+2(72),+1(255),-,-,+2(29),-,-1,33%,Honorable,张克胜,王玉,莫勤键,N,N
403,,南京信息工程大学,赋歌为悟世,4,437,-,-,+2(91),-,-,+2(78),+1(188),-,-,+2(20),-,-,42%,Honorable,孙嘉诚,徐凡明,薛成涵,N,N
404,217,泉州师范学院,三个人凑不出一摩拉,4,438,-,-,+3(174),-,-29,+2(63),+1(124),-,-,+1(17),-,-,42%,Honorable,侯灿坤,王文卓,苏坤灿,N,N
405,,东华大学,鸽子咕咕咕,4,440,-,-,+2(66),-,-1,+1(51),+3(246),-,-,+1(17),-,-,42%,Honorable,傅奕宸,李虹宇,赵伯远,N,N
406,218,湖南农业大学,速想个队名,4,441,-,-,+1(26),-,+3(282),+1(83),-10,-,-,+1(10),-,-,33%,Honorable,李佰炎,李南翃,邱麒桦,N,N
407,219,南阳师范学院,BLQ 梦之队,4,457,-,-,+1(53),-,-,+3(94),+3(191),-,-,+2(19),-,-,55%,Honorable,凌明磊,白亚豪,邱志恩,N,N
408,,中国地质大学（武汉）,卷摆二象性,4,461,-,-,+3(40),-,-7,+1(80),+5(164),-,-,+1(57),-,-,60%,Honorable,张桄玮,赵传成,陈子阳,N,N
409,,广州大学,听天由命,4,462,-,-,+2(178),-,-7,+1(76),+1(117),-,-,+2(51),-,-2,33%,Honorable,何俊骞,莫家宇,许炼彬,N,N
410,,天津大学,布莱克,4,466,-,-,+2(60),-,-4,+1(89),+4(224),-,-,+1(13),-,-4,50%,Honorable,温梓昕,王扬翰,陈市,N,N
411,,华南理工大学,希望能队,4,467,-,-1,+3(104),-,-6,+1(48),+3(230),-,-,+1(5),-,-,50%,Honorable,冯梓扬,彭彦童,欧阳凯,N,N
412,220,泰州学院,陌客,4,478,-,-,+1(84),-,-2,+1(75),+3(218),-,-,+3(21),-,-,50%,Honorable,刘康,朱佳成,王子豪,N,N
413,,北方工业大学,简简单单拿个奖,4,486,-,-,+4(69),-,-5,+1(84),+4(164),-,-,+1(49),-,-5,60%,Honorable,吴鸿宇,葛钰峣,陈立哲,N,N
414,221,沈阳化工大学,能上西工大找个男朋友嘛,4,504,-1,-1,+2(35),-1,-5,+4(74),+6(206),-1,-1,+1(9),-1,-1,69%,Honorable,周子怡,张舒怡,杨梦瑶,N,Y
415,222,湖南第一师范学院,楼上带带我,4,513,-,-,+2(73),-,-6,+3(110),+2(235),-,-,+1(15),-,-,50%,Honorable,包珊萁,李俊宇,童晓岚,N,N
416,,南京晓庄学院,明年本升小,4,550,-,-,+2(125),-,-9,+1(67),+3(230),-,-,+2(48),-,-,50%,Honorable,单宇星,李志斌,胡颖,N,N
417,223,金陵科技学院,先交一发再说,4,554,-,-,+2(114),-,-7,+1(123),+2(260),-,-,+1(17),-,-,33%,Honorable,张佳佳,徐江涛,汪文鹏,N,N
418,,中国石油大学（华东）,中华鲟,4,564,-,-,+6(80),-,-10,+3(56),+7(153),-,-,+1(15),-,-1,76%,Honorable,刘德雨,唐喜,陈冠融,N,N
419,224,中国传媒大学,智能工人队,4,567,-,-,+2(41),-,-15,+2(54),+9(265),-,-,+1(7),-,-,71%,Honorable,凌海,沈钰欣,许安超,N,N
420,,中国人民大学,陕公先锋,4,570,-,-,+2(87),-,+7(211),+1(49),-2,-,-,+2(63),-,-,66%,Honorable,张联诚,张鑫恺,赵培宇,N,N
421,,北京师范大学,战吗战啊,4,574,-,-,+2(41),-,-1,+1(63),+9(256),-,-,+2(14),-,-5,71%,Honorable,卢皓宇,孟媛,赵建锟,N,N
422,,河海大学常州校区,你这么菜你队友不会生气吧哥哥,4,581,-,-,+2(52),-,-6,+1(71),+7(289),-,-,+1(29),-,-,63%,Honorable,严则立,廖平,曾强,N,N
423,,南京航空航天大学,这是一个正经队名,4,584,-,-,+3(119),-,-3,+2(90),+2(235),-,-,+2(40),-,-,55%,Honorable,林龙河,陈岩,陈秋宇,N,N
424,,江南大学,靠你俩了,4,592,-,-,+6(154),-,-,+2(29),+4(163),-,-,+1(66),-,-8,69%,Honorable,吴鉴航,徐周成,金家耀,N,N
424,225,温州大学,A 了这题就睡觉,4,592,-,-,+3(58),-,-,+2(92),+7(244),-,-,+1(18),-,-,69%,Honorable,叶昱锋,沈潇,黄姜恺,N,N
426,226,韶关学院,这一次不会卡题,4,676,-,-,+5(117),-,-9,+2(136),+1(179),-,-,+5(64),-,-,69%,Honorable,周俊颖,彭宇轩,蔡振棋,N,N
427,,常熟理工学院,学姐让咱们周二之前想好队名,4,695,-,-,+3(195),-,-1,+3(162),+1(232),-,-,+1(26),-,-,50%,Honorable,金豪楠,陶孟然,黄伟佳,N,N
428,227,陕西理工大学,天汉餐厅一楼的烤红薯非常好吃,4,822,-,-,+2(170),-,-1,+2(98),+11(271),-,-,+2(23),-,-,76%,Honorable,李雨林,雷明泽,韩志宏,N,N
429,228,宁夏大学,默默欣赏队友切题,4,836,-,-,+7(178),-,-5,+1(64),+8(289),-,-,+2(25),-,-6,77%,Honorable,于世华,周俊峰,王亮,N,N
430,229,江西财经大学,Gold Slayer,4,862,-,-,+10(182),-,-7,+2(89),+6(280),-,-,+1(11),-,-,78%,Honorable,Ouyang Yan,叶倖燚,徐雅,N,N
431,230,武汉工程大学,Daybreak,3,137,-,-,+1(41),-,-,+1(57),-,-,-,+2(19),-,-2,25%,Honorable,张吉奥,段本庆,陈勇,N,N
432,231,山东财经大学,巡天遥看一千河,3,162,-,-,+1(73),-,-1,+1(56),-4,-,-,+1(33),-,-,0%,Honorable,来孟阳,韩世超,黄发强,N,N
432,231,山东科技大学,爱因斯坦号,3,162,-,-,+2(93),-,-2,+1(37),-6,-,-,+1(12),-,-,25%,Honorable,唐宇飞,姜函宋,岳立冬,N,N
434,,西南大学,小黑子们 V 我 50,3,171,-,-,+3(78),-,-4,+1(27),-,-,-,+1(26),-,-,40%,Honorable,单义文,唐浩,谭宇森,N,N
435,,宁夏大学,背带裤,3,175,-,-,+3(68),-,-1,+1(47),-2,-,-,+1(20),-,-,40%,Honorable,卢一凡,杨柳,邬桐,N,N
436,,东华大学,陈晓剑舞,3,193,-,-,+2(129),-,-1,+1(32),-1,-,-1,+1(12),-,-1,25%,Honorable,孙逸凡,李玟剑,郭旭阳,N,N
437,,广东工业大学,登鲤,3,215,-,-,+4(90),-,-1,+1(24),-5,-,-,+1(41),-,-3,50%,Honorable,温俊浩,郭睿,陈威衡,N,N
438,233,陕西科技大学,做的全队,3,219,-,-,+1(82),-,-2,+1(111),-1,-,-,+1(26),-,-,0%,Honorable,杨昊,武子超,路子辉,N,N
439,,烟台大学,只因,3,230,-,-,+1(52),-,-2,+2(90),-4,-,-,+3(28),-,-2,50%,Honorable,孔文辉,尹艺杰,靳有田,N,N
440,234,北京工业大学,疯狂星期日,3,231,-,-,+2(76),-,-,+1(89),-1,-,-,+2(26),-,-,40%,Honorable,林世瀚,管丹辰,骆绍业,N,N
440,,山东科技大学,戈达德号,3,231,-,-,+3(90),-,-,+1(81),-,-,-,+1(20),-,-,40%,Honorable,孙梦瑜,张欣若,王兴宇,N,N
442,,国防科技大学,比昂比昂面真好吃,3,247,-,-,+3(142),-,-2,+1(41),-3,-,-,+1(24),-,-2,40%,Honorable,朱鹏志,王圣铭,田益硕,N,N
443,235,宜春学院,时空,3,255,-,-,+2(100),-,-16,+1(91),-,-,-,+2(24),-,-,40%,Honorable,尧文群,江明,陈厚文,N,N
444,236,广东工业大学揭阳校区,GDUTJY_你若 AC 便是晴天,3,308,-,-,+3(106),-,-,+2(123),-,-,-,+1(19),-,-,50%,Honorable,罗拓展,苏嘉豪,黎俊霆,N,N
445,,中国地质大学（北京）,223,3,311,-,-,-,-,-2,+3(104),+1(138),-,-,+1(29),-,-,40%,Honorable,余明辉,汤家逸,田孟琦,N,N
446,237,闽南师范大学,你是爱我的对不队,3,376,-1,-1,+10(122),-1,-5,+2(42),-2,-1,-1,+1(12),-1,-1,76%,Honorable,庄伟康,林挺,黄良平,N,N
