Rank,School Rank,School,Team,Solved,Penalty,Medal,Member1,Member2,Member3,Unofficial,Girl,A,B,C,D,E,F,G,H,I,J,K,L,M
23,,南京大学,六只手都在摸鱼,8,918,Gold,陈政弛,王宇峣,刘响,N,N,,+1(246),,+1(20),+1(7),,+1(41),+1(183),+1(53),+1(150),-2,,+2(196)
24,15,南方科技大学,南方科技大学-圣塞巴斯蒂安,8,939,Gold,郗志豪,赵可泰,匡亮,N,N,,,,+1(18),+1(8),,+1(34),+2(119),+1(45),+3(270),+2(102),,+4(198)
25,16,华南理工大学,CSP-J入门组,8,955,Gold,洪鹏培,张亮,丁琪,N,N,,+1(141),-2,+1(12),+1(6),,+1(56),+2(177),+1(70),+1(93),-1,,+6(275)
26,,电子科技大学,UESTC_大大卷,8,964,Gold,李佳骏,李奕聪,陈奕可,N,N,,+1(252),,+1(17),+1(20),,+2(49),+1(164),+2(60),+1(129),+1(230),,-6
27,,华东理工大学,想队名比过题还难,8,966,Gold,杭业晟,彭博,胡文波,N,N,,+1(95),,+1(20),+1(6),,+1(41),+1(138),+1(78),+2(295),+1(270),,-4
28,17,中国科学技术大学,about:blank,8,977,Gold,周一凡,孙旭磊,赵泽昆,N,N,,,,+1(47),+1(8),,+1(57),+1(181),+1(76),+1(146),+1(244),,+2(193)
29,18,北京邮电大学,零叉八C,8,1020,Gold,孙明志,梁昊骞,林麒,N,N,,-1,,+1(19),+1(9),,+1(38),+2(154),+1(99),+2(124),+3(206),,+3(247)
30,19,山东大学,深蔚蓝,8,1030,Gold,师浩晏,郑得贤,苗顺源,N,N,,+7(299),,+1(17),+1(9),,+1(31),+2(155),+2(66),,+1(160),,+2(111)
31,20,浙江大学,The cell phone battery is dead,8,1072,Gold,胡家齐,沈哲贝,吴迪,N,N,,+4(230),,+1(30),+1(10),,+1(34),+5(168),+1(43),,+3(224),,+3(110)
32,,华侨大学,红日初升,8,1107,Gold,赵雨扬,徐聪,郑量,N,N,,,,+1(39),+1(12),,+1(50),+1(185),+1(66),+2(159),+3(269),,+2(242)
33,21,南京大学,鸽屋咕,8,1117,Gold,李博颖,蔡之恒,熊丘桓,N,N,,+2(260),,+1(51),+1(12),-3,+2(41),+2(195),+1(66),,+1(227),,+3(161)
34,22,华中科技大学,题读假，就会WA,8,1213,Gold,何佳林,范彦廷,王尊玉,N,N,-12,+2(274),,+1(11),+2(9),,+1(23),+3(160),+1(42),,+1(214),,+6(297)
35,23,北京理工大学,ddl战神大战ddl,8,1231,Gold,张庚辰,李一文,陈鸿韬,N,N,,-2,,+2(17),+1(8),,+1(35),+1(233),+3(80),+5(278),+2(276),,+2(119)
36,24,兰州大学,真没睡,8,1294,Silver,李文凯,水源,李大源,N,N,,,,+2(67),+1(5),,+1(59),+3(184),+2(86),+2(287),+1(252),,+3(211)
37,25,中国科学院大学,骑士与龙,8,1329,Silver,楼持恒,杨泽超,徐亦周,N,N,,,,+6(43),+1(13),,+1(51),+2(150),+1(80),+2(277),+1(262),,+4(248)
38,26,北京航空航天大学,沃尔沃夫,7,655,Silver,闵家旭,崔绍锞,张羿凡,N,N,,+1(169),,+1(19),+1(12),,+1(31),+1(228),+1(40),-3,,,+2(132)
39,27,中南大学,关于名字未定这件事,7,686,Silver,唐煜勋,徐国琛,李玄靖,N,N,,+3(84),,+1(19),+1(6),,+1(32),+1(161),+2(107),+2(194),-2,,-4
40,,武汉大学,星空暗流,7,688,Silver,朱少本,谢宇轩,马铭昊,N,N,,,,+1(20),+1(5),,+1(29),+1(148),+1(40),-3,+1(214),,+4(168)
41,28,国防科技大学,自然选择号,7,706,Silver,亢世嘉,左传奇,吴佳英,N,N,,,,+1(15),+1(7),-3,+1(30),+1(186),+1(94),-6,+1(140),,+5(150)
42,29,厦门大学,悠米出动！,7,723,Silver,王河山,方明俊,颜集源,N,N,,,,+1(37),+1(22),,+1(60),+2(192),+1(79),-18,+2(99),,+2(171)
43,30,哈尔滨工业大学（深圳）,机房老人,7,728,Silver,井然,周熙言,李源,N,N,,,,+1(16),+1(7),,+1(32),+1(238),+1(61),-10,+1(199),,+3(131)
44,,山东大学,追光者,7,760,Silver,麦骏,文荫华,温键伟,N,N,,,-6,+3(29),+1(7),,+1(39),+2(159),+1(67),,+1(201),,+2(176)
45,,上海交通大学,从百草园到三味书屋,7,766,Silver,尹良升,张骋楷,杨晋晟,N,N,,+1(183),,+1(23),+1(9),,+1(32),+2(250),+1(51),+2(176),,,-10
46,31,浙江理工大学,才十六连wa没关系的,7,779,Silver,胡成一,何光赋,金奇,N,N,,,,+2(43),+1(8),,+1(22),+2(173),+3(66),-11,+3(196),,+2(130)
47,32,南京大学,Thedereap,7,791,Silver,林荣恩,张浩宇,陈晓,N,N,,,,+2(25),+1(4),,+1(37),-20,+1(54),+6(152),+1(275),,+1(119)
48,,中山大学,SYSU_未完待续,7,795,Silver,牛彦栋,叶汇亘,谢岳良,N,N,,+1(153),,+1(22),+1(7),,+1(30),+2(215),+2(69),+1(257),-1,,-6
49,,华中科技大学,奈亚拉托提普,7,804,Silver,郑欣,余泽坤,叶佳,N,N,,,,+1(17),+1(12),,+2(53),+2(214),+1(69),+2(125),+1(250),,-7
50,,哈尔滨工程大学,AlleXceed Familia,7,806,Silver,杨佳霖,徐子涵,彭金浩,N,N,,,,+4(62),+1(8),,+2(49),+1(177),+1(75),+1(155),-16,,+2(178)
51,,南方科技大学,南方科技大学-奥维多,7,814,Silver,颜奕舟,李浩宇,陈璐瑶,N,N,,+1(229),,+1(21),+1(7),,+1(28),+2(141),+2(55),,-2,,+2(270)
52,,西安电子科技大学,八方旅人,7,865,Silver,王孟晞,朱霖淇,潘曲阳,N,N,,,,+1(26),+1(7),,+1(39),+1(193),+1(80),+3(258),+1(218),,-20
53,,北京航空航天大学,我不知道.png,7,867,Silver,牟钰,廖纪童,冯玮琪,N,N,,,,+1(18),+1(4),-1,+1(23),-3,+1(45),+3(127),+5(296),,+3(191)
54,,华中科技大学,开火车的小脑瓜,7,880,Silver,贺继尧,沈奥成,俞仲遥,N,N,,-1,,+1(67),+1(9),,+1(30),+1(256),+1(82),+1(165),,,+3(228)
55,33,东北大学,东北大学_寄,7,919,Silver,李泽仁,张晋恺,陈少皇,N,N,,+2(173),,+1(25),+1(8),,+1(40),+1(274),+2(93),+2(242),-7,,-1
56,,杭州电子科技大学,杭电7队,7,925,Silver,符振皓,张浩杨,彭崟,N,N,,,,+1(16),+1(11),,+2(34),+2(171),+1(65),-2,+1(290),,+5(215)
57,34,吉林大学,Nan 上加 Nan,7,954,Silver,徐小权,方涵斌,李祯浩,N,N,,,,+1(8),+1(11),,+2(145),+1(173),+1(85),+2(117),+5(292),,-4
58,,南方科技大学,南方科技大学-加泰罗尼亚,7,970,Silver,陈川,黄少霖,邓清文,N,N,,,,+1(47),+1(41),,+1(75),+1(260),+1(92),-3,+5(224),,+1(148)
59,35,中国人民大学,嘉然今天创什么,7,986,Silver,李林豇,王成瑞,农钧翔,N,N,,,,+1(18),+1(11),,+1(45),+1(154),+3(121),,+2(241),,+3(294)
60,36,西安交通大学,对对队,7,999,Silver,王成昊,夏泽,艾继涛,N,N,,,,+3(36),+1(9),,+1(55),+3(142),+1(118),,+1(276),,+3(240)
61,37,电子科技大学,UESTC_对不起,7,1001,Silver,陈俊杰,凤奕鸣,陈则行,N,N,,,,+1(35),+1(7),,+2(21),+5(292),+1(63),,+1(129),,+5(273)
62,38,西南财经大学,天边透亮的星,7,1048,Silver,刘静,杨文昊,李可欣,N,N,,+2(215),,+3(164),+1(8),,+2(43),+1(152),+1(93),,-3,,+2(269)
63,39,长春理工大学,豌豆射手准备就绪,7,1076,Silver,王大睿,郝良友,段韬,N,N,,,,+5(59),+1(6),,+2(67),+1(140),+2(89),,+3(285),,+3(227)
64,,浙江大学,天然智障,7,1112,Silver,褚朱钇恒,冯骁,陈科睿,N,N,,,,+3(18),+1(2),,+2(53),+1(117),+2(74),+5(275),-4,,+7(290)
65,40,重庆大学,狂封智力,7,1130,Silver,黄锐,黄思源,王冀鲁,N,N,,,,+2(38),+1(8),,+1(58),+5(195),+1(94),,+2(281),,+6(232)
66,41,哈尔滨工业大学,轮回之终末,7,1222,Silver,曹沐阳,陈旭坤,陈煜航,N,N,-1,,,+3(32),+1(15),,+2(50),,+4(116),+5(262),+5(106),,+6(259)
67,,中山大学,SYSU-卡布奇诺,6,435,Silver,梁励,曾比,吴景图,N,N,,+1(82),,+1(16),+1(6),,+1(34),+1(175),+1(119),,-3,,-7
68,,中国科学技术大学,0x03A2C940,6,436,Silver,徐笑阳,邱慕凡,郭一凡,N,N,,,,+2(7),+1(9),,+2(25),+1(101),+1(46),-2,+1(204),,-6
69,,北京大学,超长宕机,6,479,Silver,王泽州,金皓宇,王颖,N,N,,,,+1(27),+1(7),,+1(37),+1(168),+1(56),+1(183),-2,,-4
70,42,武汉大学,鱼香猫猫,6,506,Silver,王骏峣,杨宇轩,杨宇杰,N,N,,,,+1(16),+1(6),,+2(39),+1(104),+1(65),-1,-1,,+3(214)
71,,杭州电子科技大学,杭电12队,6,534,Silver,袁承勋,刘潞,沈航,N,N,,,,+1(17),+1(5),,+1(41),+2(150),+2(68),,+1(210),,-7
72,,中国计量大学,树套树套树,6,534,Silver,张霄,王龙欢,梁孜祺,N,N,,,,+1(16),+1(6),,+1(42),+1(132),+1(71),,-8,,+3(224)
73,43,河海大学常州校区,几何杀手,6,545,Silver,俞天骋,王英吉,孙嘉昊,N,N,,-2,,+1(27),+1(12),,+1(51),+3(211),+1(73),,+1(127),,-2
74,44,南京理工大学,逆转猫猫头,6,548,Silver,金朝哲,陈涣焕,郭佳樊,N,N,,,,+1(16),+1(7),,+1(50),+3(205),+1(67),,+3(120),,-10
75,,苏州大学,咕咕咕咕咕咕咕咕咕,6,574,Silver,殷九思,丁誉洋,孙孜斌,N,N,,,,+2(22),+1(9),,+1(29),+1(165),+1(59),,+2(248),,-3
76,45,杭州电子科技大学,杭电15队,6,579,Silver,柴汉锋,陈思豪,陈载元,N,N,,+1(161),,+1(20),+1(7),,+1(33),+4(248),+1(49),,-3,,-6
77,46,大连理工大学,优哉游哉,6,607,Silver,余澍莘,杨朗,卢品仁,N,N,,,,+1(16),+1(9),,+1(40),+1(161),+3(73),,+2(246),,-5
78,47,华中师范大学,我被逐出队伍后过上社畜生活,6,608,Silver,胡婧,刘政,刘一泓,N,N,,,,+1(5),+1(18),,+2(48),+1(158),+1(82),+2(254),,,-4
79,48,四川农业大学,DK就这,6,610,Silver,何雨航,李昆鸿,徐超,N,N,,,,+1(12),+1(18),,+1(33),+2(161),+1(54),+2(291),-5,,-10
80,48,四川大学,搶曽峠杺嫿,6,629,Silver,詹宜瑞,顾曦骏,谭茜匀,N,N,,,,+1(33),+1(16),,+2(74),,+1(84),+1(265),-8,,+1(135)
81,,北京航空航天大学,起名苦手,6,633,Silver,雷骧逸,樊佳昊,丁家玮,N,N,,,,+1(24),+1(16),,+1(59),+2(271),+1(97),,,,+2(124)
82,,北京理工大学,putchar,6,640,Silver,徐子懋,赵予唯,费承昱,N,N,,,,+1(50),+2(19),,+1(42),+2(233),+1(66),-10,+1(187),,-19
83,50,华东理工大学,那是气球吗,6,653,Silver,韩祎,曾剑涛,刘浩然,N,N,,,,+2(22),+1(6),,+1(40),+2(251),+1(80),-34,,,+3(172)
84,,华南理工大学,彩彻区明,6,658,Silver,姚焜茗,陈俊铭,张天乐,N,N,,,,+1(45),+1(4),,+1(17),+2(257),+1(82),+2(210),-4,,-14
85,51,兰州大学,我们几乎要拿到金牌了不是吗,6,661,Silver,王徐笙,狄农雨,孟戴浓达,N,N,,,,+3(22),+1(14),,+1(28),+1(237),+1(63),+2(234),-2,,-6
86,,山东大学,梦天使,6,662,Silver,耿浩天,褚瑞凡,张昊雨,N,N,,,,+3(67),+1(4),,+1(64),+1(110),+1(93),-3,+3(242),,-6
87,,上海科技大学,嘉然今天吃嘉心糖吧,6,671,Silver,黄磊,张亦驰,胡艾博,N,N,,,,+2(21),+1(4),,+2(48),+2(211),+1(72),,+2(234),,-7
88,52,中国科学技术大学,freedive,6,677,Silver,李泽林,欧阳博丁,舒英特,N,N,,,,+1(20),+1(24),,+1(43),+2(187),+2(116),-5,+2(225),,-1
89,53,香港中文大学（深圳）,龙大相遇，快乐划水,6,690,Silver,夏禹扬,蒋一歌,赵子逸,N,N,,,,+1(22),+1(8),-1,+1(44),+1(234),+1(57),+4(262),-11,,-4
90,,南通大学,NTU1,6,701,Silver,叶盛,季炎,苏展,N,N,,,,+2(34),+1(11),,+1(50),+4(171),+1(75),,+1(277),,-22
91,,北京交通大学,铁杵磨成金,6,711,Silver,张乐凭,张开元,徐一龙,N,N,,,,+2(32),+1(9),,+1(66),+1(250),+1(90),+2(223),-1,,-9
92,54,哈尔滨工业大学,奥利奥味树套树,6,712,Silver,陈宥羽,王玺澎,袁野,N,N,,+2(247),,+2(35),+1(14),,+2(81),+1(160),+1(113),,-5,,-2
93,55,深圳大学,Emanatry,6,719,Silver,庄子琪,杨熙全,蔡壁,N,N,,+1(155),,+5(68),+1(21),,+1(65),+3(195),+1(92),-3,-1,,-13
94,,西北工业大学,谁在折磨队友,6,731,Silver,刘成文,张浩,黄凯勋,N,N,,,,+3(17),+1(13),,+2(37),+1(255),+1(54),,-8,,+6(193)
95,,合肥工业大学,摇头熊猫,6,750,Silver,邓蓍颖,戴航,张嘉威,N,N,,,,+1(35),+2(20),,+1(68),+1(185),+3(117),+1(262),,,-2
96,,华东师范大学,请给我猫猫图,6,751,Silver,郭晓博,周子涵,包梁,N,N,,,,+2(20),+1(3),,+1(67),+1(207),+1(76),,+4(295),,-7
97,56,大连海事大学,风花雪月,6,754,Silver,刁鹏杰,郑宇濠,王暄,N,N,,,,+2(42),+1(12),,+2(97),+1(167),+1(116),-2,+1(278),,-2
98,,浙江理工大学,逐光,6,769,Silver,王建成,周博文,余建元,N,N,,,,+2(22),+1(7),,+2(48),+1(238),+1(90),,+3(283),,-19
99,57,华中科技大学,提前下班,6,773,Silver,罗广波,韩耀东,匡智颉,N,N,,,,+1(60),+1(6),,+2(69),+3(187),+2(98),+2(250),,,-8
100,58,香港中文大学（深圳）,ICPC摸鱼小组,6,784,Silver,程思浩,陈建文,金德容,N,N,,,,+1(29),+1(57),,+1(70),+1(211),+1(99),,,,+2(295)
101,,北京邮电大学,莱鸡,6,791,Silver,刘子彬,马志,崔芳洲,N,N,,,,+2(36),+1(17),,+3(132),+1(194),+1(74),-1,,,+2(255)
102,59,中国人民大学,经此一役蓝桥杯或成最大赢家,6,793,Silver,于倬浩,汪元森,张世骐,N,N,,-1,,+2(32),+1(11),,+1(105),+2(145),+3(79),,+4(278),,-2
103,,北京科技大学,随机队名,6,794,Silver,刘伟浩,宋博文,程明朗,N,N,,+3(264),,+1(18),+1(9),,+2(96),+1(177),+3(126),,,,-3
104,60,南京信息工程大学,跟不上榜,6,797,Silver,董兆琦,刘明扬,洪伟,N,N,,,,+1(18),+1(11),,+4(78),+2(187),+3(133),,+1(247),,-13
105,,北京邮电大学,不带走一个气球,6,817,Silver,董建威,雍梓奇,谢国富,N,N,,,,+3(15),+1(11),,+1(170),+1(256),+2(82),,,,+3(181)
106,61,四川大学,把握不住,6,818,Bronze,王友军,廖健康,孙骏骐,N,N,,,,+2(56),+1(16),,+1(96),-6,+1(134),,+1(256),,+3(199)
107,,四川大学,给郭哥哥泡一池子大红袍,6,821,Bronze,吴咏蔚,郭尧,周雪妍,N,N,,,,+2(39),+1(11),,+3(70),+1(217),+1(112),-15,,,+2(289)
108,,西安交通大学,舞文弄墨,6,831,Bronze,张晓昊,曹思宇,王珩,N,N,,,,+2(49),+1(54),,+1(35),+1(181),+3(92),,-2,,+7(237)
109,62,南京邮电大学,事末鸽者,6,890,Bronze,张帅青,刁煜凡,王一权,N,N,,,,+2(43),+1(16),,+4(84),+2(222),+1(121),,,,+3(261)
110,,北京师范大学,群鸦盛宴,6,902,Bronze,赵子豪,徐悦萱,陈婉妍,N,N,,-1,,+1(78),+1(11),,+1(109),+2(251),+1(157),,+1(275),,-1
111,,西北大学,奇怪的bug减少了,6,916,Bronze,施景阳,韩晓宇,王向明,N,N,,,,+1(15),+1(5),,+1(39),-5,+3(94),,+1(200),,+14(261)
112,63,西北工业大学,我直接进行一个题的过,6,941,Bronze,王岩松,李思哲,赵一平,N,N,,,,+3(61),+2(14),,+1(46),+2(158),+5(111),,+6(288),,-47
113,,福州大学,签到五分钟罚坐四小时,6,967,Bronze,李诺凡,田剑心,欧云帆,N,N,,,,+1(31),+1(17),,+2(84),+7(270),+1(110),,+4(253),,-5
114,,大连理工大学,梦觉流莺时一声,6,977,Bronze,李胤驰,高盛轩,袁振,N,N,,,,+1(64),+1(39),,+2(74),+2(279),+1(92),-4,+6(287),,-6
115,64,西安电子科技大学,嘤嘤嘤,6,1017,Bronze,丁雅可,陶禹成,万在舟,N,N,,+4(242),,+5(63),+1(10),,+2(94),,+2(114),,+3(272),,-5
116,,中南大学,取名字是件困难的事,5,223,Bronze,黄乐天,唐京,潘新俞,N,N,,,,+2(11),+1(5),,+1(21),-3,+1(38),,+1(126),,-18
117,,湘潭大学,今日长缨在手,5,314,Bronze,孙涛,何璠,邝彬,N,N,,,,+1(16),+1(5),,+1(45),+1(156),+2(70),,-9,,-7
118,65,江西师范大学,去北京泡脚,5,317,Bronze,陈康,邱熠,陈力,N,N,,,,+1(15),+1(7),,+1(57),+1(168),+1(70),,,,-6
119,65,华东师范大学,布朗尼,5,319,Bronze,李云帆,王子涵,王鼎,N,N,-9,,,+1(16),+1(19),,+2(41),+2(146),+1(55),-1,,,-8
120,,广东工业大学,蹲在树堆里,5,333,Bronze,彭啸翔,曾楠,陈昱明,N,N,,,,+1(26),+1(6),,+1(51),+1(171),+1(77),,,,-3
121,67,西南科技大学,梦入蟾宫,5,344,Bronze,吴宇宏,张宇含,敖睿,N,N,,,,+1(4),+1(7),,+2(37),+2(190),+1(64),-7,-11,,-8
122,,哈尔滨工业大学（深圳）,逆流沙,5,349,Bronze,徐兆彬,董泽余,徐逸峰,N,N,,,,+2(19),+1(8),,+2(39),-2,+1(100),+1(141),-3,,-1
123,,浙江工业大学,萨日朗,5,351,Bronze,欧阳鹏翔,张祎龙,黄嘉宜,N,N,,,,+3(41),+1(10),,+1(33),+1(168),+1(56),-3,-2,,-4
124,68,西南大学,啦啦队,5,353,Bronze,陈雯丽,王宇奇,刘锴睿,N,N,,,,+1(36),+1(7),,+1(31),+4(162),+1(56),-2,-3,,-1
125,68,哈尔滨工业大学（深圳）,骗分大队,5,374,Bronze,曹杨,沈文,潘思成,N,N,,,,+2(20),+1(8),,+1(22),-2,+1(65),+4(177),,,-6
126,,西安交通大学,怎么会是呢？,5,378,Bronze,郭修屹,栾家骏,刘一可,N,N,,,,+2(44),+1(37),,+2(50),+1(145),+1(62),-4,,,-3
127,70,中国地质大学（北京）,为美好的世界献上祝福！,5,380,Bronze,胡世琦,赵笑天,姚顺玙,N,N,,,,+1(10),+1(6),,+1(30),-8,+1(77),,-4,,+4(194)
128,71,浙江工业大学,明日之盛,5,381,Bronze,莫清宇,杨俊尧,董烨,N,N,,,,+3(63),+1(10),,+1(31),+1(120),+2(96),,-10,,-20
129,,宁波大学,超级BUG创作家,5,387,Bronze,徐浩楠,徐玮嘉,李浩,N,N,,,,+1(19),+1(11),,+2(56),,+2(96),-1,+1(163),,
130,,西安电子科技大学,西伯利亚电动小飞船,5,388,Bronze,洪敏峰,陶天乐,刘焕宇,N,N,,,,+2(20),+1(8),,+2(47),-3,+1(69),+1(202),,,
131,72,北京航空航天大学,全场最佳观众席,5,405,Bronze,姜雨竺,张殊睿,蒋季初,N,N,,,,+2(23),+1(6),,+1(75),-1,+2(91),,-1,-2,+2(148)
132,,东南大学,三轮车,5,421,Bronze,宋一凡,李超磊,陈哲斯,N,N,,,,+2(30),+1(7),,+1(67),+1(181),+3(74),,-6,,-2
133,,杭州师范大学,交流猫,5,431,Bronze,毛潜飞,方一昊,何陈聪,N,N,,,,+1(25),+1(7),,+2(44),+2(229),+1(83),-1,-71,,-1
134,73,浙大城市学院,让我研究一波,5,432,Bronze,章立晨,邓皓文,田会文,N,N,,,,+2(22),+1(15),,+2(68),+2(164),+1(100),-19,-5,,-2
135,,北京理工大学,摸鱼强队罚坐高手,5,434,Bronze,张浩源,姚嘉树,陈泓旭,N,N,,,,+1(26),+1(8),,+2(51),-5,+3(112),,-3,,+1(177)
136,74,同济大学,同舟共稽,5,437,Bronze,何雨浓,杨泽华,王又禾,N,N,,,,+1(19),+1(9),,+2(52),-3,+1(96),,+2(219),,
137,75,武汉理工大学,带花猫猫头,5,437,Bronze,王昱豪,杨志刚,赵家荣,N,N,,,,+4(34),+1(5),,+1(60),+3(161),+1(75),-1,-7,,-2
138,,中国人民大学,吾等戮力同心，定能回天转日！,5,440,Bronze,向尔格,李泽北,何东楠,N,N,,,,+1(55),+1(9),,+1(40),+1(237),+2(77),,,,-3
139,76,北京交通大学,精妙胡说,5,451,Bronze,胡越洋,李远铄,缪新宇,N,N,,,,+1(23),+1(18),,+1(49),+2(228),+2(91),-2,,,-1
140,,山东大学（威海）,发量惊人队,5,456,Bronze,于帅聪,吴黎明,柳洋,N,N,,,,+1(22),+1(10),,+1(88),+1(201),+1(133),,,,-6
141,,南京信息工程大学,专业防爆零,5,458,Bronze,陈泳琦,陈超然,杨可,N,N,,,,+1(16),+3(28),,+1(59),-2,+1(124),,+1(189),,-11
142,,北京工业大学,WA好厉害,5,464,Bronze,葛中正,周榆忱,佟祥正,N,N,,,,+2(55),+1(9),,+1(75),+1(194),+1(109),,-3,,-1
143,77,华南师范大学,母鸡救咩,5,470,Bronze,黄子桓,胡丹睿,苏培哲,N,N,,,,+1(25),+1(9),,+1(70),+1(217),+2(127),-131,,,
144,78,合肥工业大学,队伍名健康积极向上,5,473,Bronze,黄枭威,易锦均,徐泽宇,N,N,,,,+2(30),+1(11),,+1(54),+1(250),+2(86),,-4,,-1
145,79,中国矿业大学,没钱打比赛了,5,475,Bronze,宋明潇,杨斌涵,钟泽旭,N,N,,,,+1(36),+1(6),,+1(77),+2(237),+1(96),,,,-6
146,80,西北农林科技大学,我的评价：没有评价,5,487,Bronze,李长乐,寻真,孟宪城,N,N,,,,+1(11),+1(22),,+2(58),+2(262),+1(93),,-10,,-4
147,,浙江万里学院,苗妙妙养了只喵叫喵妙,5,493,Bronze,陈斌格,朱梦涵,刘正永,N,N,,,,+1(33),+1(15),,+1(54),+4(240),+1(90),-1,,,-15
148,,北京交通大学,有三个人前来买瓜,5,499,Bronze,韦正豪,覃超智,孙迈,N,N,,,,+2(19),+1(27),,+2(68),+1(249),+1(95),-3,-3,,
149,81,深圳大学,SZU-Turing,5,503,Bronze,连泽锋,丁潇杰,邓昌俊,N,N,,,,+1(31),+1(44),,+1(74),+1(222),+2(110),,,,-3
150,81,东南大学,用美少女头像的都是美少女,5,507,Bronze,许轲,朱嘉梁,李广润,N,N,,,,+1(89),+1(7),,+2(84),+2(209),+1(75),,-14,,-3
