Rank,School Rank,School,Team,Solved,Penalty,Medal,Member1,Member2,Member3,Unofficial,Girl,A,B,C,D,E,F,G,H,I,J,K,L,M
401,,浙江科技学院,我们又来爆零了,4,521,Honorable,丁佳娜,朱昱臻,葛伟杰,N,N,-404,,+2(100),+4(177),,,+1(76),,,,,,+3(47)
403,,武汉纺织大学,朱庇特,4,525,Honorable,吴聪睿,苟先昱,陈宇,N,N,,,+1(69),+4(242),,,+1(131),,,,,,+1(21)
403,,广州大学,楼下好兄弟,4,531,Honorable,李中杰,林国旺,汤广桉,N,N,-3,,+2(50),+9(214),,,+2(24),,,-1,,,+2(21)
405,189,西南民族大学,秋梨膏,4,534,Honorable,刘源,李汝博,邓怀涛,N,N,,,+1(86),+6(291),,,+1(37),,,,,,+1(18)
406,190,烟台大学,满船清梦压星河,4,537,Honorable,刘志涵,孙立昊,徐波,N,N,-4,,+2(140),+6(208),,,+2(37),,,,,,+1(11)
407,,温州大学,温大七队,4,541,Honorable,冯小龙,杨思俊,熊哲皓,N,N,,,+2(161),+3(219),,,+3(53),,,,,,+1(8)
408,191,浙江育英职业技术学院,一发就A,4,546,Honorable,夏杰,郑明辉,项方晓,N,N,-31,,+5(164),+2(193),,,+1(50),,,,,,+2(17)
409,,北方工业大学,出仕,4,546,Honorable,史岩,檀英杰,黄超,N,N,,,+2(47),+4(158),,,+7(120),,,-2,,,+1(19)
410,,西南民族大学,炼铁成金,4,550,Honorable,卿旺,李锐,陆茜,N,N,-1,,+1(85),+6(188),,,+2(68),,,,,,+4(28)
411,,江西财经大学,今日比赛暂停,4,552,Honorable,倪超骏,李一,蔡建怿,N,N,,,+1(60),+5(293),,,+1(105),,,,,,+1(13)
412,,河南理工大学,划水小分队,4,558,Honorable,张宁华,彭曾,陈鹏,N,N,,,+5(84),+5(240),,,+1(39),,,,,,+2(13)
412,,南京工业大学,说你对你就对,4,561,Honorable,周国庆,王伯元,高海亮,N,N,-2,,+2(95),+2(189),,,+3(149),,,,,,+1(46)
414,192,中南民族大学,edc,4,564,Honorable,朱庆瀛,杨明鑫,白祥,N,N,,,+5(107),+6(212),,,+1(54),,,,,,+1(10)
415,,南京信息工程大学,天官赐福,4,569,Honorable,邹佳云,金舒文,马钟蕙,N,N,,,+2(111),+4(258),,,+2(77),,,-4,,,+1(21)
416,,安徽大学,前进三,4,573,Honorable,张子谦,李哲楷,王橹桥,N,N,,,+1(65),+9(283),,,+1(45),,,,,,+1(19)
417,,中国海洋大学,已经WA了十发了可以再来一发吗,4,584,Honorable,何相龙,李智杰,解正源,N,N,,,+2(80),+1(155),,,+6(200),,,-1,,,+2(8)
418,193,徐州工程学院,夜光,4,587,Honorable,刘通,夏旭,张祥,N,N,,,+1(136),+2(271),,-4,+1(72),,,,,,+3(46)
419,,成都理工大学,貌似很队,4,601,Honorable,刘定祥,肖毅,闫学城,N,N,-1,,+1(97),+7(270),,,+2(82),,,,,,+1(11)
420,,东北大学,素质教育漏网之鱼,4,612,Honorable,仝竞奇,张国标,杜洋,N,N,,,+1(105),+4(215),,,+1(111),,,,,,+4(60)
421,,天津大学仁爱学院,我想吃颗辣椒,4,613,Honorable,孙苏哲,段瑞鑫,袁鹏辉,N,N,-8,,+2(145),+5(255),,,+2(79),,,,,,+1(13)
422,,中南林业科技大学,这题不好说,4,617,Honorable,刘代民,罗衡,聂焱,N,N,,,+2(132),+4(219),,,+3(110),,,,,,+2(15)
423,194,中南民族大学,接化发,4,633,Honorable,曾文杰,樊昕,王翔,N,N,,,+3(140),+5(167),,,+1(64),,,,,,+6(40)
424,,国防科技大学,二带一,4,642,Honorable,周彧,徐圣翔,李梓雄,N,N,,,+1(71),+3(269),,,+1(77),,,-1,,,+2(162)
425,,东华理工大学,芭芭拉冲呀,4,642,Honorable,朱万兴,李荣,王显诚,N,N,-2,,+3(119),+6(273),,,+2(59),,,,,,+2(10)
426,,曲阜师范大学,有备而来,4,655,Honorable,王一凡,续文静,陈思源,N,N,,,+2(141),+6(253),,,+1(84),,,-4,,,+2(36)
427,195,重庆邮电大学,取不来,4,665,Honorable,封昊杰,朱浩宇,辜飞云,N,N,-1,,+7(81),+5(172),,,+4(104),,,,,,+2(26)
427,,盐城工学院,这个队名怎么样,4,679,Honorable,张天伟,胡远韬,黄宇健,N,N,,,+5(214),+3(235),,,+2(56),,,,,-1,+2(13)
429,,长春理工大学,爪巴 爪巴,4,692,Honorable,竺驰峰,高骋,魏龙飞,N,N,-3,,+1(62),+3(279),,-5,+6(179),,,,,,+2(11)
430,,山东大学（威海）,不讲码德,4,696,Honorable,展超,郗浩宇,马坤,N,N,,,+2(161),+3(204),,,+4(125),,,,,,+3(44)
431,,河南农业大学,叮叮叮,4,702,Honorable,刘泽钰,宋勇胜,郑勇飞,N,N,-1,,+3(204),+5(282),,,+1(78),,,,,,+1(16)
432,196,哈尔滨工程大学,传统功夫,4,720,Honorable,张宇驰,朱敬涵,牛庆洋,N,N,,,+1(29),+8(262),,,+3(213),,,-1,,,+2(14)
433,,温州大学,温大八队,4,753,Honorable,俞亮,蔡逸风,黄文湖,N,N,-14,,+1(174),+1(270),,,+8(153),,,,,,+1(15)
434,,陕西师范大学,acm吃瓜群众,4,765,Honorable,刘国伟,张静妍,王洁琪,N,N,,,+3(138),+2(278),,,+4(217),,,,,,+1(11)
435,,青岛科技大学,陈张胡,4,785,Honorable,张宝文,胡金泽,陈德山,N,N,,,+3(86),+2(173),,,+8(264),,,,,,+3(20)
436,,湖南警察学院,突突对,4,792,Honorable,何喜,谢琪名,钟宇娟,N,N,-4,,+1(134),+5(249),,,+8(149),,,,,,+2(19)
437,,浙江育英职业技术学院,育英二队,4,817,Honorable,夏炫,应佳伟,徐航,N,N,-85,,+4(211),+8(255),,,+4(80),,,,,,+1(10)
438,,南京工业大学,246三硝基甲苯,4,892,Honorable,宣伟康,杨一,顾喜龙,N,N,,,+4(110),+12(283),,,+2(133),,,,,,+3(24)
439,,潍坊学院,有备而来,4,922,Honorable,王一凡,续文静,陈思源,N,N,,,+6(110),+10(283),,,+5(130),,,,,,+2(18)
440,,浙江工商大学,WA的一下，很快啊,4,1312,Honorable,何天益,徐鑫,汤英杰,N,N,,,+1(47),+6(222),,,+38(193),,,,,,+1(10)
441,,浙江万里学院,我好快乐,3,94,Honorable,倪珂,张李彬,王剑,N,N,,,+2(51),-17,,,+1(17),,,,,,+1(5)
442,,成都东软学院,你们没吃饭吗？,3,134,Honorable,康嘉伟,张末,文健,N,N,,,+1(71),-7,,,+1(26),,,,,,+2(16)
443,197,浙江财经大学,不畏浮云遮望眼,3,163,Honorable,刘宇诺,张维康,朱新宇,N,N,-1,-1,+1(74),-4,,,+1(51),,,,,,+2(17)
444,,鲁东大学,不讲武德,3,179,Honorable,刘力源,卫宇飞,鲍庆浩,N,N,,,+2(77),-3,,,+1(63),,,,,,+1(18)
445,,安徽财经大学,打完这局峡谷见,3,182,Honorable,张亚伟,王盼荣,邓银莹,N,N,,,+2(71),-5,,,+1(49),,,-1,,,+2(21)
446,198,北京联合大学,三个火枪手,3,182,Honorable,于富鑫,牟圣豪,罗超市,N,N,,,+1(110),-7,,,+1(58),,,,,,+1(14)
447,,太原理工大学,出题人是不讲题的,3,185,Honorable,朱思霖,米哲灏,郭雨帆,N,N,,,+1(85),-20,,,+2(41),,,,,,+2(18)
448,,山东女子学院,考完英语来签到,3,197,Honorable,张硕,朱晓彤,王振东,N,N,,,+1(87),-10,,,+2(56),,,,,,+2(13)
449,,陕西科技大学,全局变量,3,213,Honorable,张席,张恩哲,方玟萱,N,N,,,+2(101),-6,,,+1(54),,,,,,+2(17)
450,,浙江金融职业学院,乘风破浪,3,239,Honorable,何思妤,包以琳,胡赠军,N,N,,,+2(122),-8,,,+1(82),,,,,,+1(14)
450,,信息工程大学,名字贼难起,3,253,Honorable,刘世博,董海腾,黄啟堃,N,N,,,+4(84),-16,,,+1(76),,,,,,+2(13)
452,,湖南中医药大学,想去济南看泉,3,257,Honorable,廖世兴,彭俭,欧阳亨杰,N,N,,,+2(128),-4,,,+1(61),,,,,,+2(28)
453,199,广州中医药大学,误矣，汝之策,3,263,Honorable,吴勋宇,杨超华,沈桐,N,N,,,+2(63),-6,,,+3(104),,,,,,+2(15)
454,200,武汉商学院,十七行代码,3,285,Honorable,吕雄建,吴嘉飞,桑子瑞,N,N,,,+1(138),-4,,,+1(75),,,,,,+3(31)
455,201,杭州师范大学,第一wa都抢不到,3,291,Honorable,吴陈宇,张枨,陈柯涛,N,N,,,+5(135),-4,,,+1(41),,,,,,+2(14)
456,,成都理工大学,期末不挂科,3,292,Honorable,刘磊,涂春雨,税正菲,N,N,,,+2(94),-10,,,+2(101),,,,,,+2(36)
457,,郑州轻工业大学,晴王,3,301,Honorable,张永林,胡玉康,魏志文,N,N,,,+3(82),-9,,,+1(41),,,,,,+3(97)
457,202,湖南工业大学,强强琪一串三,3,302,Honorable,刘婷琪,刘盛,谷梦龙,N,N,,,+1(134),-7,,,+2(109),,,,,,+2(18)
459,,湖南工业大学,12138,3,311,Honorable,沃寒旭,王安康,陈绍泉,N,N,,,+3(81),-13,,,+2(137),,,,,,+2(13)
460,203,四川师范大学,这么小声还想开军舰！,3,312,Honorable,王泆棣,罗杨阳,范忠仁,N,N,,,+1(105),-5,,-2,+2(174),,,,,,+1(12)
461,,临沂大学,柠檬树,3,321,Honorable,丁梦娇,徐睿,高天,N,N,,,+2(136),-5,,,+1(91),,,,,,+3(34)
462,,南昌理工学院,白给,3,334,Honorable,刘军,李加煌,杨意飞,N,N,,,+4(120),-5,,,+4(62),,,,,,+2(11)
462,,河南理工大学,松果糖豆闪电鞭,3,342,Honorable,付鹏鹏,杜皓轩,汪子涵,N,N,,,+4(180),-5,,,+1(71),,,,,,+2(10)
462,,成都东软学院,最佳怪人,3,356,Honorable,但斯琴,吴沛岭,武晓飞,N,N,,,+3(135),-5,,,+3(66),,,,,,+3(34)
465,,闽江学院,我一看，啪的一下就AC了,3,395,Honorable,张婷,林国荣,林芳芳,N,N,,,+5(185),-6,,,+1(79),,,-3,,,+2(30)
466,,南昌大学,雏鹰小组,3,399,Honorable,刘浩然,应伟军,欧阳真真,N,N,,,+2(143),-12,,,+5(122),,,,,,+2(13)
467,204,浙江中医药大学,闪耀之星,3,406,Honorable,曾瑞涪,胡清霞,陈胜源,N,N,,,+2(104),+2(205),,,,,,,,,+3(16)
468,205,陕西科技大学,我都行,3,415,Honorable,安泽涛,左健雄,李振宇,N,N,,,+3(279),-11,,,+1(72),,,,,,+1(23)
469,206,长安大学,自动WA机,3,426,Honorable,夏强,李家栋,程鹏,N,N,-6,,+1(127),+3(202),,,-7,,,,,,+3(16)
470,,南阳师范学院,请宁们不要划水了好吗？,3,432,Honorable,吴键辉,李响,赵汝源,N,N,,,+6(244),-3,,,+1(54),,,,,,+2(13)
471,,太原理工大学,东方六爻,3,461,Honorable,卫岩杰,王天宇,盛光彪,N,N,-2,,+8(183),-4,,,+3(66),,,,,,+2(11)
472,207,武汉商学院,什么都,3,465,Honorable,丰霜,华文彬,尹诗航,N,N,,,+3(98),,,,+2(280),,,,,,+1(25)
473,,上海海事大学,海事动物园,3,513,Honorable,孙思进,王鹏飞,龚鹤洋,N,N,,,+4(229),,,,+3(146),,,,,,+2(17)
474,,北京化工大学,打代码不是有手就行吗？,3,526,Honorable,凡西平,孙嘉陆,李佩峰,N,N,,,+4(164),,,,+4(214),,,,,,+1(27)
475,,湖南警察学院,湖南警察学院三队,3,756,Honorable,刘伊果,钟俊一,陶涛,N,N,,,+6(114),,,,+2(220),,,,,,+4(241)
476,,烟台大学,逃跑的太阳,3,1021,Honorable,李庆瑞,王宇航,高松辰,N,N,-1,,+11(262),-2,,,+3(144),,,,,,+11(174)
477,,东北师范大学,玛卡巴卡快打卡,2,66,Honorable,刘彤,吴保森,吴柏辉,N,N,,,+1(51),,,,-1,,,,,,+1(15)
478,,菏泽学院,河岸,2,107,Honorable,冯世新,国曙光,李洪亮,N,N,,,+1(83),-2,,,-2,,,,,,+1(23)
479,208,枣庄学院,做题五分钟，干饭五小时,2,141,Honorable,侯宇泽,李洪瑞,李浩,N,N,,,+1(86),-1,,-2,-6,,,,,,+2(35)
480,,鲁东大学,黑化肥发黑，灰化肥发灰,2,142,Honorable,李士濮,杨静远,郭硕千,N,N,,,-3,-5,,,+1(71),,,,,,+3(31)
481,209,安徽财经大学,破晓,2,153,Honorable,刘璇,梁斌,马后华,N,N,,,+3(85),,,,-4,,,,,,+1(28)
482,,沈阳师范大学,打铁打铁还是打铁,2,183,Honorable,唐福龙,孙泽华,黄培松,N,N,,,-4,-3,,,+1(138),,,,,,+2(25)
483,210,枣庄学院,一人潜水摸鱼,2,203,Honorable,李莎,王超超,邓涵,N,N,,,+1(169),,,,,,,,,,+1(34)
484,,北京化工大学,什么都队,2,223,Honorable,冯凌云,潘帅,袁凯,N,N,,,+2(80),-5,,,-1,,,,,,+5(43)
485,,安徽财经大学,提交什么都队,2,257,Honorable,凌毅,孙明朗,陈鸿垚,N,N,,,+3(145),,,-3,,,,,-1,,+1(71)
486,,南昌理工学院,怎么总是WA,2,263,Honorable,李运祥,罗浩,郭志坤,N,N,,,-1,,,,+4(146),,,,,,+2(36)
487,,南京工业大学,无限AC,2,284,Honorable,刘文婷,王凌宇,霍嘉治,N,N,,,+3(195),-5,,,-2,,,,,,+2(29)
488,,山东女子学院,签完到区看天书,2,319,Honorable,刘馨然,吕雅轩,王星,N,N,,,-5,,,,+5(195),,,,,,+2(23)
489,211,武汉科技大学,黑洞,2,465,Honorable,余鹏程,徐思群,葛济维,N,N,,,+9(266),-2,,,-9,,,,,,+2(18)
490,212,北京石油化工学院,啊吧啊吧,1,29,Honorable,,,,N,N,,,-2,,,,-7,,,,,,+1(29)
491,,枣庄学院,9197,1,33,Honorable,李元冉,王云飞,马栋,N,N,,,,,,,,,,,,,+1(33)
492,213,华东交通大学,弟弟们，冲呀,1,37,Honorable,舒润泽,金子路,黄皓轩,N,N,,,-4,,,,-3,,,,,,+2(17)
493,214,武汉商学院,芜湖航线,1,50,Honorable,刘宇卓,周鼎祺,马锦琪,N,N,,,-2,,,,,,,,,,+1(50)
494,,华南理工大学广州学院,华广必过队,1,58,Honorable,杨千旺,杨金龙,陈柳滨,N,N,,,,,,,-6,,,,,,+3(18)
495,,南京晓庄学院,干饭小分队,1,64,Honorable,洪湘雪,袁楚怡,郑雅玲,N,N,,,-4,,,,-3,,,,,,+3(24)
496,,山东财经大学,不知道对不队,1,134,Honorable,王深博,翟杰城,鲁兆成,N,N,,,-3,,,,-2,,,,,,+3(94)
