Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Coach,Unofficial,Girl
138,,南京邮电大学,你别急，我先看看榜,4,654,-,+4(152),-,-,-,-,-,-,-,+1(282),-,+1(47),+1(111),42%,Bronze,张烨民,孙靖辉,陶陆天,陈志,N,N
139,,南京信息工程大学,砌砖嘴犟,4,661,-,+3(35),-,-,-,-,-,-,-,+2(189),-,+3(206),+1(129),55%,Bronze,孙嘉诚,朱一诺,俞卓群,郑关胜,N,N
140,91,四川师范大学,谢承洋带头冲锋,4,671,-,+5(150),-,-,-,-,-,-,-,+1(184),-,+1(94),+2(142),55%,Bronze,李俊霖,车圳琪,梁敏聪,徐勇,N,N
141,,西安电子科技大学,红枣树,4,711,-,+6(203),-,-,-,-,+1(231),-15,-,-2,-,+2(130),+1(25),60%,Honorable,孙振元,赵人毅,胡宇航,张淑平,N,N
142,92,福建理工大学,没有力量的理想是戏言没有理想的力量是空虚,4,718,-,+5(69),-,-,-,-,-2,-,-,+1(166),-,+5(210),+1(113),66%,Honorable,蔡东斌,郑晟睿,陈鹏,许雪林,N,N
143,,河海大学,已溢dz，鉴定为：递归写不队,4,747,-,+7(122),-,-,-,-,-1,-,-,+1(227),-,+2(110),+1(147),63%,Honorable,王英吉,曾强,廖平,陈慧萍,N,N
144,93,沈阳理工大学,沈阳说唱一队,4,755,-,+2(83),-,-,-,-,+7(244),-,-,-1,-,+2(231),+1(35),66%,Honorable,茅泉浩,金铉杰,金典,冯壮,N,N
145,,武汉理工大学,牧马人,4,848,-,+9(130),-,-,-,-,-5,-,-,+1(222),-,+1(86),+5(169),75%,Honorable,马鸿鑫,叶武,徐靖琦,赵冬冬,N,N
146,,电子科技大学,UESTC_TLE_AUTOmation,4,860,-,+4(77),-,-,-,-,-11,-,-,+3(266),-,+3(163),+3(172),69%,Honorable,汤宗铉,李星遥,吴玉阳,吴磊,N,N
147,94,齐鲁工业大学,基纽特战队,4,881,-,+5(101),-,-,-,-,-,-,-,+1(268),-,+3(229),+1(162),60%,Honorable,魏凡杰,贾云玮,包兴兴,鹿文鹏,N,N
148,,山东理工大学,wa的不是我，是评测机,4,947,-,+14(213),-,-,-,-,-2,-,-,+1(233),-,+1(105),+1(135),76%,Honorable,王鹤翱,孙童乐,从文杰,王海鹏,N,N
149,95,泉州师范学院,0123456789,4,993,-,+2(143),-,-,-,-,-2,-,-,+2(295),-,+4(277),+1(177),55%,Honorable,王嘉铭,侯灿坤,王文卓,高大利,N,N
150,96,东北大学秦皇岛分校,小饼卷大葱,3,166,-,+1(53),-,-,-,-,-1,-,-,-,-2,+1(39),+1(73),0%,Honorable,李不凡,董淑睿,司伟业,王和兴,N,N
151,97,中国矿业大学,原友,3,177,-,+1(52),-,-,-,-,-,-,-,-1,-,+1(39),+1(86),0%,Honorable,肖扬航,杨斌涵,何甲文泽,毕方明,N,N
152,98,沈阳航空航天大学,镜花水月,3,180,-,+2(50),-,-,-,-,-,-,-,-4,-,+1(18),+2(71),40%,Honorable,张喜瑞,王恺瑞,颜培政,郑志勇,N,N
153,99,江南大学,远坂凛粉丝队,3,188,-,+1(35),-,-,-,-,-2,-,-,-1,-,+1(87),+1(64),0%,Honorable,何云康,张逍遥,陈云豪,蒋敏,N,N
154,100,江西理工大学,qfz,3,200,-,+1(18),-,-,-,-,-4,-,-,-1,-,+1(87),+2(74),25%,Honorable,朱金康,邱欣健,付仁杰,杨书新,N,N
155,,电子科技大学,UESTC_DebugSimulator,3,201,-,+2(57),-,-,-,-,-4,-,-,-3,-,+1(39),+1(84),25%,Honorable,褚睿极,钟震,李文硕,杨鹏,N,N
156,101,长沙理工大学,提瓦特国立大学ACM1队,3,209,-,+1(23),-,-,-,-,-4,-,-,-,-,+1(81),+1(103),0%,Honorable,徐彬峰,王兴宇,谭焱文,邓广慧,N,N
157,102,北华大学,wrong answer,3,219,-,+2(28),-,-,-,-,-,-,-,-11,-,+2(96),+1(53),40%,Honorable,叶鑫楠,成鲜微,王琳,鲁静轩,N,N
158,103,浙江工商大学,七月三,3,238,-,+1(79),-,-,-,-,-6,-,-,-2,-,+1(70),+1(88),0%,Honorable,徐建奇,何青峰,张鑫豪,胡毓励,N,N
159,104,中国海洋大学,我们仍未知道那天WA的原因,3,281,-,+3(109),-,-,-,-,-4,-,-,-1,-,+1(95),+1(37),40%,Honorable,张成玺,冯钰恒,王梓懿,刘培顺,N,N
160,105,嘉应学院,神狗之争,3,293,-,+2(109),-,-,-,-,-,-,-,-2,-,+1(90),+1(73),25%,Honorable,颜朝杰,蔡创昇,袁锐涛,陈广明,N,N
161,,武汉大学,这高等学府又幽默了,3,314,-,+3(84),-,-,-,-,-5,-2,-,-,-,+1(76),+1(113),40%,Honorable,苌子杰,鲁永杰,李昀泽,董文永,N,N
162,,河海大学,为什么要演奏春日影？,3,323,-,+4(64),-,-,-,-,-,-,-,-3,-,+1(83),+1(115),50%,Honorable,张天浩,杜泽恩,李金涛,朱云,N,N
163,106,杭州师范大学,三玖的狗狗,3,333,-,+1(141),-,-,-,-,-3,-,-,-,-,+1(116),+1(74),0%,Honorable,陈科舟,殷吴辉,杨嘉福,单振宇,N,N
164,,浙江理工大学,邪恶泡泡与射线恶魔,3,345,-,+4(23),-,-3,-,-,-3,-,-,-,-,+2(108),+3(93),66%,Honorable,肖泽宇,王显龙,钟昀铮,叶海荣,N,N
165,107,河北工业大学,全都做队,3,346,-,+4(82),-,-,-,-,-,-,-,-9,-,+1(77),+1(125),50%,Honorable,黄锦翔,林宇翔,赵胜彬,石陆魁,N,N
166,108,黑龙江大学,拂晓晨辉,3,357,-,+1(29),-,-,-,-,-,-,-,-,-,+1(190),+1(138),0%,Honorable,杨阳,白晓博,张宇航,金虎,N,N
167,109,鲁东大学,星星之火 - 饕餮,3,358,-,+4(99),-,-,-,-,-,-,-,-3,-,+1(155),+1(43),50%,Honorable,齐振鹏,时宁,桑林锋,张小峰,N,N
168,,东北大学秦皇岛分校,名字取好了吗,3,375,-,+5(95),-6,-,-,-,-2,-,-,-2,-1,+1(80),+1(120),57%,Honorable,李正天,刘峻畅,张裕博,王和兴,N,N
169,110,哈尔滨学院,随便取的,3,392,-,+2(70),-,-,-,-,-,-,-,-,-,+1(98),+2(183),40%,Honorable,覃海杰,赵家暖,余悦,李嘉宾,N,N
170,111,安徽工业大学,窝耀晚媛娠,3,398,-,+2(39),-,-,-,-,-1,-,-,-,-,+5(122),+1(137),62%,Honorable,戴铃涛,林仁杰,翟智伟,周建钦,N,N
171,112,天津仁爱学院,梦幻小丑,3,410,-,+3(73),-,-,-,-,-6,-,-,-,-,+2(98),+2(159),57%,Honorable,李安磊,方思源,刘征,冉娟,N,N
172,,东北大学秦皇岛分校,提前下班,3,414,-,+4(145),-,-,-,-,-3,-,-,-1,-,+1(149),+1(60),50%,Honorable,胡鸿捷,吴一玄,袁茂恒,王和兴,N,N
172,113,西安交通大学,今日阿夸木,3,414,-,+5(51),-,-,-,-,-1,-,-,-2,-,+3(162),+1(79),66%,Honorable,周品良,刘一可,胡扬帆,王龙翔,N,N
174,114,东华大学,巅峰见证虚伪的拥护，黄昏见证虔诚的信徒,3,418,-,+2(53),-,-,-,-,-,-,-,-2,-,+1(144),+3(160),50%,Honorable,杨文杰,李虹宇,邵兵,黄永锋,N,N
175,115,南阳师范学院,随便吧,3,420,-,+1(46),-,-,-,-,-,-,-,-,-,+1(128),+2(225),25%,Honorable,邱志恩,曹高磊,韩忆,勾志杭,N,N
176,116,广西师范大学,浩栋哥哥粉丝团,3,424,-,+1(79),-,-,-,-,-,-,-,-,-,+2(214),+1(110),25%,Honorable,兰淞,钱浩栋,庞玙,王金艳,N,N
177,117,陕西科技大学,超新星,3,426,-,+4(202),-,-,-,-,-,-,-,-,-,+1(51),+1(113),50%,Honorable,武子超,杨政霖,杨昊,吕舒,N,N
178,118,北京信息科技大学,开局起内格夫的冰瓜投手打国王峡谷能变鬼吗,3,432,-,+3(67),-,-,-,-,-,-,-,-2,-,+1(181),+1(143),40%,Honorable,金成厚,汤锦煌,房承烨,牟永敏,N,N
179,119,山东科技大学,柏林号,3,437,-,+5(147),-,-,-,-,-2,-,-,-,-,+1(82),+1(127),57%,Honorable,岳立冬,张一炜,赵凯旭,吴振寰,N,N
180,120,上海大学,鼠shu,3,446,-,+5(88),-,-,-,-,-,-,-,-7,-,+2(193),+2(44),66%,Honorable,史佳朋,施安然,黎思源,沈俊,N,N
181,121,大连大学,猫猫虫饼干,3,476,-,+6(168),-,-,-,-,-8,-,-,-,-,+2(98),+1(89),66%,Honorable,魏恒彬,黄禹铭,蒋文博,邱少明,N,N
182,,国防科技大学,冲冲冲,3,480,-,+4(100),-,-,-,-,-4,-,-,-,-,+1(190),+1(129),50%,Honorable,刘宇林,李云昊,苏弘烨,尹良泽,N,N
183,,青岛大学,三个东营人,3,482,-,+7(125),-,-,-,-,-,-,-,-2,-,+1(91),+1(145),66%,Honorable,安晓曼,白骏,李坤鹏,杜祥军,N,N
184,122,天津工业大学,关于打了网络赛却仍没有拿到CCPC名额这件事,3,494,-,+6(125),-,-,-,-,-,-,-,-2,-,+2(93),+1(156),66%,Honorable,应嘉宇,赵艺稞,陈骏昇,任淑霞,N,N
185,123,沈阳化工大学,某某某,3,536,-,+6(206),-,-,-,-,-1,-,-,-,-,+1(91),+1(138),62%,Honorable,孙皓宸,朱宏凯,杜佳明,王军,N,N
186,,东南大学,模998244353,3,541,-,+1(112),-,-,-,-,-,-,-,-3,-,+3(244),+1(144),40%,Honorable,周炜,丁郁明,冉文博,倪庆剑,N,N
187,,广东工业大学,现在我也是鼠鼠,3,553,-,+1(77),-,-,-,-,-,-,-,-1,-,+3(247),+1(187),40%,Honorable,何其浚,张树程,邱列圻,孙宣东,N,N
188,124,中国人民大学,CCPC，启动！,3,569,-,+6(55),-,-,-,-,-,-,-,-,-,+2(164),+3(188),72%,Honorable,李知非,彭文博,陈宇轩,孙辉,N,N
189,125,内蒙古大学,二进制熊,3,634,-,+3(48),-,-,-,-,-,-,-,-,-,+1(138),+8(267),75%,Honorable,程明昊,胡浩,张琦,贾冰,N,N
190,,鲁东大学,星星之火 - 登云,3,636,-,+9(229),-,-,-,-,-,-,-,-1,-,+1(95),+3(112),76%,Honorable,许博,陈新阳,李春阳,张小峰,N,N
191,126,浙江财经大学,幻想家在幻想时间幻想ac,3,638,-,+12(195),-,-,-,-,-,-,-,-6,-,+1(95),+1(127),78%,Honorable,朱腾,陈超,王乔治,陈琰宏,N,N
192,127,南京航空航天大学,林克时间,3,645,-,+5(100),-,-,-,-,-,-,-,-3,-,+3(287),+1(137),66%,Honorable,陈泓谙,刘明杰,袁尔杭,邹春然,N,N
193,128,怀化学院,怀化学院1队,3,651,-,+3(201),-,-,-,-,-,-,-,-,-,+4(289),+1(59),62%,Honorable,杨宇俊,粟立锋,刘小晴,肖捡花,N,N
194,129,战略支援部队信息工程大学,冰雪圆舞曲,3,667,-,+5(236),-,-,-,-,-,-,-,-,-,+2(190),+1(140),62%,Honorable,闫国基,危东,王华锋,王婧,N,N
195,,广西师范大学,八千里路云和月,3,677,-,+7(292),-,-,-,-,-,-,-,-1,-,+1(82),+1(182),66%,Honorable,黄青怡,叶伟强,黄娟娟,黄斌,N,N
196,,大连理工大学,对无名,3,681,-,+8(255),-,-,-,-,-,-,-,-1,-,+2(85),+2(160),75%,Honorable,侯嘉贺,马硕达,张娄瑞,梁冰,N,N
197,130,吉林师范大学,我这NTT写的肯定队,3,699,-,+4(91),-,-,-,-,-,-,-,-,-,+8(285),+1(122),76%,Honorable,许家祥,李祎辰,王泽,白文秀,N,N
198,131,浙江中医药大学,我必须考虑这是否是我此生仅有的机会,3,702,-,+6(231),-,-,-,-,-1,-,-,-2,-,+3(223),+2(87),72%,Honorable,兰强强,吴韩宇,叶殷浩,罗杰,N,N
199,,武汉大学,乐不思武,3,709,-,+3(64),-,-,-,-,-,-,-,-1,-,+5(262),+3(221),72%,Honorable,程宁,张子怡,李一帆,董文永,N,N
200,,黑龙江大学,为美好的世界献上AC,3,764,-,+6(221),-,-,-,-,-,-,-,-,-,+3(230),+1(171),70%,Honorable,朱磊,李继伟,李俊材,金虎,N,N
201,132,广西外国语学院,请用量子计算机评测我的代码,3,770,-,+6(175),-,-,-,-,-43,-,-,-1,-,+1(236),+4(198),72%,Honorable,赵练练,杨瑞杰,沈霄阳,李志军,N,N
202,133,临沂大学,王开心粉丝团,3,799,-,+6(274),-,-,-,-,-,-,-,-,-,+1(206),+3(178),70%,Honorable,王恒,纪慧莹,张金宝,薛琳,N,N
203,134,哈尔滨理工大学（威海）,队名还没想好,2,179,-,-13,-,-,-,-,-,-,-,-,-,+1(59),+1(119),0%,Honorable,董建豪,王祖恒,杜舆江,李胜利,N,N
204,135,大连海事大学,小小星火,2,181,-,-13,-,-,-,-,-,-,-,-2,-,+1(32),+2(128),33%,Honorable,王赟杰,陈昊楠,张皓奕,谢益武,N,N
205,136,宁波大学,我们一起去提瓦特大冒险,2,187,-,-27,-,-,-,-,-,-,-,-,-,+1(83),+1(104),0%,Honorable,林成峰,梁航锋,李浩,陈叶芳,N,N
206,,东北师范大学,东师第一铁匠,2,221,-,+3(78),-,-,-,-,-,-,-,-1,-,-2,+1(103),50%,Honorable,项赞宇,黎江楠,钱卓雲,周治国,N,N
207,,中国人民大学,蒙古上单,2,235,-,-7,-,-,-,-,-,-,-,-,-,+1(97),+1(137),0%,Honorable,涂奕腾,周楷竣,王家梁,孙辉,N,N
208,,北京交通大学,黎明破晓时,2,281,-,+2(111),-,-,-,-,-,-,-,-,-,-3,+1(150),33%,Honorable,阮蓬辉,冯宏基,韦舒羽,黄华,N,N
209,137,黑龙江工程学院,网瘾少年,2,313,-,-10,-,-,-,-,-,-,-,-,-,+1(110),+2(182),33%,Honorable,邹晨骏,封卓言,刘岩,李军,N,N
210,138,长春工业大学,穿云,2,315,-,-13,-,-,-,-,-2,-,-,-3,-,+1(106),+3(169),50%,Honorable,赵禹达,桂俊强,陈晨,潘超,N,N
210,,哈尔滨理工大学,哈理工08队HRB,2,315,-,+1(82),-,-,-,-,-,-,-,-,-,-,+3(193),50%,Honorable,朱佩杰,陈禹岐,王楠,唐远新,N,N
212,139,华中农业大学,最后一舞,2,322,-,-17,-,-,-,-,-,-,-,-,-,+1(134),+2(168),33%,Honorable,邱前瑞,宗毅,朱振祎,章英,N,N
213,,杭州师范大学,五月的猫猫,2,345,-,-12,-,-,-,-,-,-,-,-,-,+3(111),+4(133),71%,Honorable,戴泽耀,余家帅,刘书凡,单振宇,N,N
214,140,沈阳师范大学,"每一题都当最后一题,然后也不要怕WA TLE RE",2,351,-,+4(240),-,-,-,-,-,-,-,-1,-,+1(50),-12,60%,Honorable,陈鹏,汪咨安,朱少泽,穆宝良,N,N
215,141,江汉大学,真的是你鸭,2,360,-,+3(61),-,-,-,-,-,-,-,-1,-,-10,+3(218),66%,Honorable,杨中钱,马强,熊振庭,陶俊,N,N
216,,天津工业大学,其实我是起名废物,2,362,-,-4,-,-,-,-,-,-,-,-,-,+2(202),+1(139),33%,Honorable,郭梦贞,邬程毅,王鑫瑞,任淑霞,N,N
217,,大连理工大学,我的魔法国,2,421,-,+7(192),-,-,-,-,-,-,-,-,-,-9,+1(108),75%,Honorable,梁彦君,范辰一,金策扬,陆坤,N,N
218,,东北大学秦皇岛分校,未命名,2,467,-,+6(151),-,-,-,-,-,-,-,-,-,-4,+1(215),71%,Honorable,徐陆军,张泰来,董欣谕,王和兴,N,N
219,142,西南石油大学,玩原神玩的,2,504,-,+8(261),-,-,-,-,-,-,-,-,-,-5,+2(82),80%,Honorable,黄馨月,李冉曦,赵泽熙,贾堰林,N,N
220,143,合肥工业大学,合工大100队,2,507,-,+9(155),-,-,-,-,-,-,-,-,-,-1,+1(191),80%,Honorable,刘钧佑,汪智浩,林树燊,徐本柱,N,N
221,144,香港中文大学（深圳）,freshmen,2,543,-,+8(185),-,-,-,-,-,-,-,-,-,-12,+1(217),77%,Honorable,范正炜,江璘鋆,赵若森,马晨昊,N,N
222,145,安徽工程大学,这样例保熟嘛,2,617,-,+8(270),-,-,-,-,-,-,-,-,-,-,+2(187),80%,Honorable,石鹏,刘洋,江文豪,张丽平,N,N
223,146,华北电力大学,北农牛逼队,2,669,-,+9(284),-,-,-,-,-,-,-,+1(224),-,-5,-,80%,Honorable,游良梁,刘旋,刘佳琪,曾宪琨,N,N
224,,浙江师范大学,我要漂亮姐姐教我写代码,1,80,-,-8,-,-,-,-,-,-,-,-,-,-8,+1(80),0%,Honorable,潘锦桦,余健原,翁一栋,邱晟,N,N
225,147,河北师范大学,键上翻花,1,133,-,-22,-,-,-,-,-,-,-,-,-,-4,+3(93),66%,Honorable,孙一,曲浩禹,陈哲良,张培欣,N,N
226,148,东北电力大学,美少女万华镜,1,145,-,+5(65),-,-,-,-,-,-,-,-,-,-1,-3,80%,Honorable,孟祥嵩,金哲,姚杰炜,王敬东,N,N
227,,哈尔滨商业大学,哈商大2队,1,166,-,-11,-,-,-,-,-,-,-,-,-,+3(126),-5,66%,Honorable,李恒远,周家宝,董浩波,王宏欣,N,N
228,149,武昌首义学院,打铁还需自身硬,1,217,-,+6(117),-,-,-,-,-,-,-,-,-,-7,-,83%,Honorable,欧阳铭宇,邓星铭,张楠,金兰,N,N
229,150,延边大学,夜幕舞者,1,264,-,-5,-,-,-,-,-,-,-,-,-,-,+1(264),0%,Honorable,于广博,李正扬,刘銮鑫,王金祥、王朋,N,N
230,151,辽宁大学,星空之下,1,289,-,+6(189),-,-,-,-,-,-,-,-,-,-4,-5,83%,Honorable,张迦业,洪一桐,史旨,曲大鹏,N,N
231,152,吉林建筑大学,全ac2.0,1,314,-,+4(254),-,-,-,-,-,-,-,-,-,-,-,75%,Honorable,孙志鹏,欧阳强,周淑姮,张沛露,N,N
232,153,中国地质大学（北京）,紫薯玉米队,1,354,-,+8(214),-,-,-,-,-,-,-,-,-,-,-1,87%,Honorable,程玮琦,胡智铭,罗海林,夏军宝,N,N
233,154,辽宁工程技术大学,太阳石,1,489,-,+13(249),-,-,-,-,-,-,-,-,-,-1,-,92%,Honorable,艾荣成,张浩一,郭子玮,孟祥福,N,N
234,155,东北林业大学,2023东林2队,0,0,-,-11,-,-,-,-,-,-,-,-,-,-,-5,0%,Honorable,刘澎,李敬,冯硕,陈宇,N,N
234,,东北林业大学,End&Farewell,0,0,-,-1,-,-,-,-,-,-,-,-,-,-1,-1,0%,Honorable,秦朗,董文轩,邵诗淇,陈宇,N,N
234,155,琼台师范学院,不打不了诶,0,0,-,-24,-,-,-,-,-,-,-,-,-,-,-,0%,Honorable,葛家豪,闭秋琴,李阳光,邢琦玮,N,N
234,155,昌吉学院,不知道如何取名,0,0,-,-8,-,-,-,-,-,-,-,-,-,-,-,0%,Honorable,张丁,杨超旭,杨文静,张康,N,N
234,155,中国传媒大学,打铁两年半的练习生,0,0,-,-8,-,-,-,-,-,-,-,-,-,-4,-4,0%,Honorable,李明,李瑾熠,袁震,黄玮,N,N
234,,厦门大学,攻城狮,0,0,-,-8,-,-,-,-,-,-,-,-,-,-,-10,0%,Honorable,张文韬,黄勖,马承乾,林文水,N,N
234,155,河北科技师范学院,永雏塔菲的星怒,0,0,-,-9,-,-,-,-,-,-,-,-,-,-,-1,0%,Honorable,丁思羽,尹玉鹏,陈望洋,王纲,N,N
