Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Coach,Unofficial,Girl
143,91,南昌理工学院,迷你世界大王(黑化蛋生蛋版),6,626,-,+3(30),+2(207),-5,+1(96),-,-,-,+1(119),+2(34),+1(59),-1,-1,40%,Bronze,谢文灿,薛博豪,毛富豪,谢杰伟,N,N
144,,东北师范大学,巴别塔,6,627,-,+1(29),+2(223),-3,+4(76),-,-,-,+2(139),+1(13),+1(46),-,-,45%,Bronze,项赞宇,齐进帅,贺金龙,王艺源,N,N
145,92,四川大学,来计院只为夺金,6,629,-,+3(28),+9(229),-15,+1(40),-,-,-,+1(65),+1(20),+1(45),-,-,62%,Bronze,钟诚,张麒豫,刘泽勋,左劼,N,N
146,,东北大学,东北大学_努力能力与未来,6,638,-,+3(73),+1(267),-,+1(112),-,-,-,+1(99),+1(11),+1(34),-,-,25%,Bronze,谢天石,黄宇帆,张佳栋,刘小锋,N,N
147,,郑州轻工业大学,最近公共祖先,6,647,-,+2(39),+1(198),-7,+1(110),-,-,-,+2(142),+1(50),+1(64),-,-,25%,Bronze,王梓博,汪雨航,周琪翔,李晔,N,N
148,93,东华理工大学,做不对的题，忘不掉的她,6,652,-,+1(18),+3(292),-,+1(74),-,-,-,+2(127),+1(9),+2(49),-,-,40%,Bronze,王继源,方鑫,程健,徐洪珍,N,N
149,94,湖南农业大学,狗go狗go狗狗go,6,661,-,+1(30),+5(253),-1,+3(60),-,-,-,+1(147),+1(7),+1(40),-,-,50%,Bronze,李南翃,刘永康,李磊,乔波,N,N
150,95,西安欧亚学院,略去过程QED,6,665,-,+1(34),+1(266),-,+3(99),-,-,-,+1(153),+1(13),+1(58),-,-,25%,Bronze,林川翔,刘家瑞,吴天乐,张文胜,N,N
151,96,合肥工业大学宣城校区,与移风易俗者同行,6,666,-,+1(30),+5(264),-6,+2(86),-,-,-,+1(110),+1(29),+1(45),-,-,45%,Bronze,吉中原,冯舶钊,程龙廷,吕俊伟,N,N
152,,合肥工业大学,漠北行舟,6,667,-,+1(29),+4(208),-4,+2(123),-,-,-,+1(119),+1(47),+1(60),-,-,40%,Bronze,张力中,陈浩杰,葛嘉晨,徐本柱,N,N
153,,广东工业大学,紫罗兰永恒花园,6,671,-1,+1(52),+3(208),-3,+2(103),-,-,-,+2(144),+1(15),+1(66),-,-,40%,Bronze,何其浚,叶冠锋,张越,孙宣东,N,N
153,,南方科技大学,南方科技大学-伊赫拉瓦,6,671,-,+1(28),+2(219),-6,+5(180),-,-,-,+1(110),+1(9),+1(23),-,-,45%,Bronze,彭致远,徐晨熠,,唐博,N,N
155,97,深圳大学,SZU_ohimesama,6,678,-,+3(68),+2(212),-7,+3(117),-,-,-,+1(134),+1(11),+1(33),-,-,45%,Bronze,朱启荣,唐济宁,华浩名,秦建斌,N,N
156,98,西北工业大学,憧憬成为算法少女,6,686,-,+1(14),+4(222),-,+4(162),-,-,-,+1(117),+1(17),+1(33),-,-,50%,Bronze,甘云帆,刘雨萱,钟礼恩,刘君瑞,N,N
156,,武汉大学,望春风,6,686,-,+1(39),+4(253),-2,+2(76),-,-,-,+3(157),+1(10),+1(28),-,-,50%,Bronze,厉汪扬,解丛语,李澍,董文永,N,N
158,99,中南大学,我吃麦当劳,6,690,-,+2(77),+9(283),-3,+1(47),-,-,-,+1(64),+1(16),+1(21),-,-,60%,Bronze,吕飞扬,马思博,何炳琨,余腊生,N,N
159,100,东北农业大学,谁敢向我挑衅？区域赛专用高胜率起手已配,6,691,-2,+3(61),+1(230),-,+2(185),-,-,-,+1(104),+1(6),+1(41),-,-,33%,Bronze,田毅,庄原,侯宇,李晓明,N,N
160,101,南开大学,再来一把,6,701,-,+4(128),+3(218),-6,+2(86),-,-,-,+1(106),+1(11),+1(28),-,-,50%,Bronze,刘诺铭,袁熙,曲恒睿,刘晓光,N,N
161,102,西安邮电大学,中二病不想谈恋爱,6,722,-,+1(21),+4(292),-,+3(122),-,-,-,+1(135),+1(15),+1(34),-,-,45%,Bronze,石宇,薛昊坤,武奕源,周元哲,N,N
162,103,四川师范大学,就算是中二病也要谈恋爱,6,724,-,+1(53),+6(285),-,+2(78),-,-,-,+1(149),+1(7),+1(31),-,-,50%,Bronze,董军军,邓厚锐,梁敏聪,徐勇,N,N
163,104,西南大学,西大暴龙队,6,726,-,+1(37),+2(228),-,+3(177),-,-,-,+3(121),+1(10),+1(50),-,-,45%,Bronze,蒋麟洲,孙舒源,刘益鸣,韩先锋,N,N
164,105,南昌航空大学,回档，再来一次,6,732,-,+2(63),+3(221),-2,+1(83),-,-,-,+1(155),+1(30),+2(98),-,-,40%,Bronze,黄心磊,汤正泰,陈鹏,陈英,N,N
164,105,哈尔滨理工大学（威海）,Day-100,6,732,-,+1(24),+2(259),-17,+4(168),-,-,-,+1(113),+1(8),+2(58),-,-,45%,Bronze,董建豪,董军豪,田军,李胜利,N,N
166,107,郑州大学,你不笑，我笑,6,762,-,+2(20),+2(248),-,+3(117),-,-,-,+5(171),+1(15),+1(29),-,-,57%,Bronze,程申夫,郭易哲,刘开阳,吴云鹏,N,N
167,108,哈尔滨理工大学,哈理工13队CQ,6,767,-,+2(58),+2(237),-2,+4(137),-,-,-,+1(155),+1(15),+1(63),-,-,45%,Bronze,冉渝旭,刘名洋,李黛希,金恩海,N,N
168,109,成都信息工程大学,可我始终不及你的冰冷,6,773,-1,+5(57),+7(249),-11,+1(85),-,-,-,+1(124),+1(11),+1(45),-,-,62%,Honorable,季璨,王熙岚,秦朝超,黄健,N,N
169,110,重庆交通大学,乌木威尔维恩耶尔吐温威乌温穆本欧萨斯,6,774,-,+4(54),+3(258),-,+2(150),-,-,-,+1(112),+1(12),+1(66),-,-,50%,Honorable,王墨,向鸿锐,陈星求,王桂平,N,N
170,111,中国计量大学,队名？猫猫肯定有灵感,6,779,-,+1(29),+3(222),-,+3(155),-,-,-,+3(156),+1(39),+1(54),-,-,50%,Honorable,何劭弘,刘子杭,张民权,闻育,N,N
171,,四川大学,安全三方计算,6,786,-,+1(24),+4(188),-5,+7(273),-,-,-,+1(81),+1(10),+1(28),-,-,60%,Honorable,张逸涵,杨瑞,张翰辰,左劼,N,N
172,112,重庆邮电大学,撒卡班龙鱼！,6,790,-,+1(31),+9(282),-7,+3(92),-,-,-,+1(107),+1(29),+1(45),-,-,62%,Honorable,黄柯,朱烨彬,罗俊麟,谢竞博,N,N
173,113,绍兴文理学院元培学院,绍立功,6,810,+2(293),+5(126),-6,-,+2(108),-,-,-,+2(112),+1(10),+1(18),-,-,53%,Honorable,江亚君,陈佳俊,谢琳涵,唐晓平,N,N
174,114,乐山师范学院,漫云征途,6,826,-,+5(39),+3(233),-1,+4(162),-,-,-,+1(110),+1(9),+2(72),-,-,62%,Honorable,罗明杨,夏源泽,王业鑫,杨骏,N,N
175,115,莆田学院,葡萄菜菜子,6,834,-,+2(37),+7(294),-,+3(71),-,-,-,+4(134),+1(12),+1(44),-,-,66%,Honorable,许城涛,赵佶鑫,李熔豪,林少宇,N,N
176,116,惠州学院,出关的小白,6,838,-,+6(158),+2(261),-,+2(164),-,-,-,+1(76),+1(8),+1(28),-,-,53%,Honorable,孙昊,汤家健,江仰德,刘利,N,N
177,,四川大学,必胜的Alice会梦见珂朵莉树吗,6,849,-,+3(55),+1(237),-,+3(108),-,-,-,+3(283),+1(10),+1(33),-,-,50%,Honorable,王枭越,李浩,曾灵杰,左劼,N,N
178,,上海大学,队名有五字,6,925,-1,+1(99),+4(187),-,+4(266),-,-,-,+3(124),+1(19),+1(67),-,-,57%,Honorable,田凯文,杨天浩,靳红飞,沈俊,N,N
179,117,井冈山大学,go批瓦批原批 金牌银牌打铁牌,6,939,-,+5(55),+6(247),-6,+5(237),-,-,-,+1(75),+1(18),+1(45),-,-,68%,Honorable,王琼,陈柏伟,唐城颖,谭云兰,N,N
180,118,新疆大学,TQL,6,950,-22,+4(53),+5(181),-1,+5(279),-1,-1,-1,+2(101),+1(12),+2(61),-1,-1,68%,Honorable,邱开崟,田野,刘宇轩,田生伟,N,N
181,119,长江大学,子曰有解,6,960,-,+3(91),+5(237),-1,+4(185),-,-,-,+1(157),+1(18),+1(90),-,-,60%,Honorable,郑建斌,陈迪路,唐祎敏,白静盼,N,N
182,120,广州城市理工学院,O(n)排序,6,980,-,+2(38),+3(260),-,+2(144),-,-,-,+2(100),+1(19),+6(216),-,-,62%,Honorable,于广,曾振辉,莫国庆,韦婷,N,N
183,121,重庆城市科技学院,我听见了强运的回响,6,995,-,+2(123),+5(275),-7,+2(181),-,-,-,+2(109),+1(16),+1(149),-,-,53%,Honorable,吴广平,姜欢,刘英凯,颜烨,N,N
184,122,湖南理工学院,教练我想拿牌,6,1025,-,+2(72),+5(268),-,+4(289),-,-,-,+1(180),+1(15),+1(37),-,-,57%,Honorable,郭烨铖,徐程,高天宇,李文彬,N,N
185,123,成都东软学院,少帅飞机队,6,1284,-,+4(221),+8(297),-,+2(279),-,-,-,+1(137),+1(20),+1(107),-,-,64%,Honorable,周志宏,徐佳杰,廖永东,田霖,N,N
186,,湘潭大学,码喽也有大圣梦,5,183,-,+1(18),-3,-2,+1(42),-,-,-,+1(77),+1(15),+1(29),-,-,0%,Honorable,李名杰,郑智彬,王兮,谢勇,N,N
187,,中南大学,老司机带带我,5,225,-,+1(30),-6,-3,+1(83),-,-,-,+1(61),+1(11),+1(38),-,-,0%,Honorable,吴子健,朱芝毅,林宇煌,冯启龙,N,N
188,124,安徽理工大学,我永远喜欢Chtholly,5,231,-,+1(18),-2,-,+2(52),-,-,-,+1(86),+1(22),+1(32),-,-,16%,Honorable,厉东霖,李天祥,,蒋社想,N,N
189,125,香港城市大学（东莞）,CityUHK不是CUHK,5,236,-,+1(15),-17,-,+3(100),-,-,-,+1(42),+1(16),+1(22),-,-,28%,Honorable,郭旺乐,袁庚麒,李宗骏,李闽溟,N,N
190,,重庆邮电大学,邮电启动,5,245,-,+2(45),-2,-11,+2(71),-,-,-,+1(58),+1(6),+1(23),-,-,28%,Honorable,付宇新,赵俊超,潘乐乐,雷大江,N,N
191,,浙江工商大学,电之光,5,246,-,+1(29),-5,-4,+2(52),-,-,-,+1(82),+1(11),+1(49),-,-,16%,Honorable,姚益浩,丁豪,叶恒,刘文强,N,N
192,126,天津大学,守夜人,5,258,-,+1(37),-5,-7,+3(83),-,-,-,+1(47),+1(7),+1(43),-,-,28%,Honorable,罗逸伦,王俊学,黄文聪,喻梅,N,N
193,127,长沙理工大学,Sakura,5,314,-1,+2(48),-,-13,+1(30),-,-,-,+3(112),+1(9),+1(53),-,-,37%,Honorable,唐彪,谭焱文,马艺,邓广慧,N,N
193,127,江西理工大学,初出茅庐,5,314,-,+2(36),-8,-,+1(94),-,-,-,+1(112),+1(8),+1(42),-,-,16%,Honorable,陈云杰,吴仕贤,蔡结,管希东,N,N
195,,华南师范大学,最后一页,5,321,-,+1(49),-2,-,+1(102),-,-,-,+2(120),+1(7),+1(21),-,-,16%,Honorable,严雍泽,徐书研,吴彪生,陈寅,N,N
196,129,广州航海学院,AK是不可能AK的,5,325,-,+1(43),-7,-1,+2(86),-,-,-,+1(103),+1(8),+1(62),-,-,16%,Honorable,侯晓锴,高林杰,刘炀,邓小方,N,N
197,130,南昌大学,三下五除二,5,334,-,+1(45),-,-1,+2(66),-,-,-,+3(101),+1(17),+1(43),-,-,37%,Honorable,何家欢,刘学麟,杨喆,于海雯,N,N
198,131,河南师范大学,她与残题皆遗憾,5,337,-,+1(33),-5,-,+1(171),-,-,-,+1(79),+1(8),+1(44),-,-,0%,Honorable,许恩铎,王昊宇,郑欣宇,范海菊,N,N
199,132,湖南城市学院,晚安，诗音,5,341,-,+1(28),-6,-,+3(96),-,-,-,+1(122),+1(18),+1(35),-,-,28%,Honorable,李柯潘,张文杰,陈佳辉,廖枝平,N,N
200,,深圳大学,szu_main,5,346,-,+1(20),-3,-3,+3(80),-,-,-,+1(108),+1(10),+2(67),-,-,37%,Honorable,郭天朗,刘与同,苏凯伦,秦建斌,N,N
201,133,哈尔滨工业大学（威海）,队长已单身二十年为什么不能有两块区域赛金,5,349,-,+1(35),-12,-,+1(99),-,-,-,+1(113),+1(11),+2(68),-,-,16%,Honorable,许展翔,郑尊文,朱圣方,程亚楠,N,N
202,134,福建理工大学,什么罐头我说,5,362,-,+2(70),-2,-,+1(87),-,-,-,+1(112),+1(13),+1(57),-,-,16%,Honorable,郭亿镭,戴佩旎,张宏志,许雪林,N,N
203,,湖南大学,小酒馆常客,5,369,-,+1(41),-11,-,+1(100),-,-,-,+1(153),+1(21),+1(53),-,-,0%,Honorable,丁海桐,孙保庆,李景越,吴昊,N,N
204,135,西北大学,乘风远航,5,372,-,+1(63),-3,-,+1(124),-,-,-,+1(117),+1(22),+1(44),-,-,0%,Honorable,俞浩,陈鸿羽,黄志扬,刘晓宁,N,N
205,136,韶关学院,码农转生~到了区域赛就拿出真本事,5,385,-,+1(22),-6,-,+1(112),-,-,-,+1(146),+1(10),+3(52),-,-,28%,Honorable,冯诺维,康丁魁,陈兴翰,饶浩,N,N
206,137,湖南工业大学,我这个贪心肯定队,5,386,-,+1(37),-4,-,+4(113),-,-,-,+1(119),+1(10),+1(44),-,-,37%,Honorable,袁永健,吴玉峰,阿布都克力木,邓晓军,N,N
207,,郑州轻工业大学,遇事不决从容应队,5,389,-,+1(38),-5,-,+1(135),-,-,-,+1(146),+1(9),+1(59),-,-,0%,Honorable,薛晓煜,夏高祥,栗闫恒,朱会东,N,N
208,,兰州大学,浮沉,5,390,-,+1(58),-13,-,+2(106),-,-,-,+1(133),+1(12),+1(60),-,-,16%,Honorable,邵逸帆,吴平,时哲涵,马俊,N,N
209,138,中南民族大学,我说怎么T了原来是交错题了,5,396,-,+2(42),-14,-,+2(123),-,-,-,+1(106),+1(15),+1(69),-,-,28%,Honorable,余文杰,庞彪,董光泽,刘卫平,N,N
210,139,合肥大学,候鸟,5,404,-1,+1(41),-2,-,+1(160),-,-,-,+1(101),+1(11),+2(69),-,-,16%,Honorable,王国梁,杨仕超,吕文杰,胡春玲,N,N
211,,山东大学,在1974年第一次在鸾溅渊打自由代码,5,406,-,+2(65),-6,-,+3(129),-,-,-,+1(108),+1(10),+1(33),-,-,37%,Honorable,卢俊宇,林星宇,郑睿杰,鹿旭东,N,N
212,140,怀化学院,怀化学院1队,5,411,-,+1(31),-3,-,+2(89),-,-,-,+2(177),+1(9),+1(64),-,-,28%,Honorable,宋正阳,王宇轩,曾凡耀,杨攀,N,N
213,,惠州学院,爆零鼠鼠の逆袭,5,412,-,+3(47),-7,-,+1(120),-,-,-,+1(140),+1(11),+1(52),-,-,28%,Honorable,吴海杰,钟志杰,陈源欣,刘利,N,N
214,141,重庆科技大学,米卡巴卡姆,5,431,-,+2(90),-7,-,+1(100),-,-,-,+1(132),+1(10),+1(77),-,-,16%,Honorable,廖章昊,余臻,刘冬勇,焦晓军,N,N
215,142,湖南人文科技学院,WA!  真的是你啊,5,470,-,+2(21),-15,-,+2(111),-,-,-,+3(166),+1(24),+1(66),-,-,44%,Honorable,周念祖,尹朝伟,罗伦财,肖敏雷,N,N
216,,福建理工大学,AC：从Debug到Accept开始的XCPC生活,5,487,-,+2(85),-,-,+1(109),-,-,-,+1(188),+1(13),+1(70),-,-,16%,Honorable,周俊杰,刘航,陈君玲,许雪林,N,N
217,143,江汉大学,不动的大图书馆,5,500,-,+1(43),-,-,+2(114),-,-,-,+2(234),+1(8),+1(59),-,-,28%,Honorable,熊振庭,李尧斐,焦子霖,陶俊,N,N
218,144,江西师范大学,沙糖桔,5,512,-,+1(30),-3,-,+4(131),-,-,-,+1(174),+1(24),+2(71),-,-,44%,Honorable,彭明俊,祝洪涛,李鸿盛,李萍,N,N
219,145,沈阳航空航天大学,打出牌子队长直播jk猫耳朵穿一天,5,515,-3,+2(94),-,-,+3(176),-,-,-,+2(107),+1(13),+1(43),-,-,44%,Honorable,刘佳美,纪旭,张彦泽,郑志勇,N,N
220,,新疆大学,CCPC不拿金不改名,5,544,-,+1(32),+3(262),-2,+1(110),-,-,-,-2,+1(35),+1(63),-,-,28%,Honorable,张立,邱桐,陶文喆,田生伟,N,N
221,,香港中文大学（深圳）,仚屳屲冚,5,559,-,+4(74),-1,-,+3(168),-,-,-,+2(66),+1(24),+3(64),-,-,61%,Honorable,张恒,孙超逸,梁皓,马晨昊,N,N
222,146,中国石油大学（北京）克拉玛依校区,三个绿名,5,563,-,+2(34),-7,-3,+5(242),-,-,-,+1(97),+1(29),+2(40),-,-,54%,Honorable,邬圣锋,刘佳一,蔡昊烨,贾志洋,N,N
223,147,湖南中医药大学,常常因为看不懂哥哥的解法而感到自卑,5,569,-,+2(47),-1,-,+1(106),-,-,-,+1(295),+1(29),+1(70),-,-,16%,Honorable,付海洋,刘孝波,杨增磊,刘伟,N,N
224,,国防科技大学,KOI,5,571,-,+1(65),-3,-1,+5(226),-,-,-,+2(123),+1(10),+1(45),-,-,50%,Honorable,谢天一,张广星,张锦霄,张元良,N,N
225,148,中国矿业大学,无名之辈,5,581,-,+2(32),-4,-,+4(237),-,-,-,+1(182),+1(8),+1(40),-,-,44%,Honorable,黄科海,梁浩均,周佳炜,杨文嘉,N,N
226,149,安徽大学,假比赛真旅游,5,591,-,+3(99),-10,-,+4(188),-,-,-,+2(122),+1(16),+1(44),-,-,54%,Honorable,成智炜,李子涵,赵靖齐,李春春,N,N
227,150,四川轻化工大学,超高校级的斯巴拉西,5,593,-,+3(60),-1,-,+1(159),-,-,-,+1(212),+1(11),+1(109),-,-,28%,Honorable,焦辰泽,张俊聪,陈红,何海涛,N,N
228,151,湖北工业大学,奶龙粉丝团,5,601,-,+2(44),+2(261),-,+3(136),-,-,-,-1,+1(18),+1(60),-,-,44%,Honorable,陶大阳,杨晨,张忆周,徐承志,N,N
229,,燕山大学,燕山旅游团,5,604,-,+4(91),-,-,+2(171),-,-,-,+2(193),+1(12),+1(34),-,-,50%,Honorable,张浩楠,杨楠,唐湘黔,穆运峰,N,N
230,152,西南石油大学,我队友是北航研究生,5,621,-,+4(100),-8,-,+1(181),-,-,-,+2(143),+1(14),+3(61),-,-,54%,Honorable,赵泽熙,王艺钢,刁俊熙,刘小玲,N,N
231,153,三峡大学,海神三叉戟,5,623,-1,+2(87),+3(164),-,+1(189),-,-,-,-,+1(30),+1(91),-,-,37%,Honorable,梁逢达,郝彬,宋兴宜,徐义春,N,N
232,154,浙江育英职业技术学院,育英二队,5,631,-5,+5(78),-2,-,+3(167),-,-,-,+2(139),+1(10),+2(77),-,-,61%,Honorable,潘彬泽,刘金维,孙明轩,张驰,N,N
233,155,武昌首义学院,蒟蒻猫猫虫,5,638,-,+7(113),-21,-,+1(155),-,-,-,+1(131),+1(25),+2(72),-,-,58%,Honorable,张楠,汤龙飞,张嘉杰,金兰,N,N
234,,重庆邮电大学,不会再wa了,5,644,-,+4(75),-,-,+7(151),-,-,-,+1(180),+1(12),+1(44),-,-,64%,Honorable,汪涛,孔剑彬,汪炜杰,李盘林,N,N
235,156,西安科技大学,炼金术士,5,654,-,+5(80),-,-,+1(203),-,-,-,+1(182),+1(12),+1(94),-,-,44%,Honorable,李姜帅,袁伯琦,罗元,史晓楠,N,N
236,157,青岛科技大学,HJW,5,665,-,+6(130),-,-,+3(168),-,-,-,+1(114),+1(14),+2(78),-,-,61%,Honorable,刘博,吴茂瑜,闫振斌,张瑞全,N,N
237,158,长江师范学院,YZNU,5,716,-,+3(142),-1,-,+1(107),-,-,-,+3(273),+1(19),+1(93),-,-,44%,Honorable,曹秀峰,杨思权,任晓峰,陈业纲,N,N
238,159,黄冈师范学院,必叫你大败而归,5,738,-,+4(42),-1,-,+6(255),-,-,-,+3(173),+1(22),+1(44),-,-,66%,Honorable,张荣臻,刘翔宇,张泰林,关玉蓉,N,N
239,160,贵州大学,泥高是原神高玩,5,747,-,+2(60),-1,-,+3(230),-,-,-,+4(207),+1(53),+1(76),-,-,54%,Honorable,傅锦灿,高嘉阳,曾德鑫,徐晶,N,N
240,161,四川农业大学,我们有铁牌,5,761,-1,+4(78),-1,-1,+2(225),-1,-1,-1,+3(231),+1(15),+1(89),-1,-1,54%,Honorable,李鑫,刁戈,江雅奥,危疆树,N,N
241,162,武汉工程大学,本场罚时全部作为神社香火钱,5,768,-,+9(204),-5,-,+2(101),-,-,-,+1(193),+1(23),+1(65),-,-,64%,Honorable,高士博,徐洋,徐明洋,陈灯,N,N
242,163,湖南科技学院,终将打破自我,5,770,-,+2(160),-2,-,+5(251),-,-,-,+1(187),+1(20),+1(49),-,-,50%,Honorable,杨锦林,曾志,陈可,唐雅媛,N,N
243,164,广西科技大学,在广东爆零的我，能活着走出重庆吗？,5,805,-,+5(239),-9,-,+2(224),-,-,-,+1(144),+1(17),+1(78),-,-,50%,Honorable,吴宏昊,姜炳群,樊昊兵,韦茜妤,N,N
244,165,台州学院,队名起什么,5,823,-,+8(127),-6,-,+2(289),-,-,-,+1(120),+1(11),+2(94),-,-,64%,Honorable,尹海涛,韩松霖,戴于皓,陈荣钦,N,N
245,166,中央民族大学,拿牌就去吃火锅,5,1031,-,+8(207),-,-,+2(277),-,-,-,+3(250),+2(36),+1(39),-,-,68%,Honorable,李艳丽,陈博,田星远,孙娜,N,N
246,167,重庆人文科技学院,重生之我是猴子大王,5,1483,-,+5(181),-,-,+2(294),-,-,-,+10(279),+1(14),+9(273),-,-,81%,Honorable,吴恩宇,张楠,杜仕亮,杨勇,N,N
247,168,山东工商学院,写完这题就成功,4,211,-,+1(35),-1,-,+2(105),-,-,-,-,+1(8),+1(41),-,-,20%,Honorable,栗子旭,赵潼,谢俊杰,肖进杰,N,N
248,169,广东技术师范大学,没有技巧，都是暴力,4,224,-,+1(62),-,-,+1(90),-,-,-,-3,+1(18),+1(54),-,-,0%,Honorable,曹谦,周峻锋,邝钟焱,刘兰,N,N
249,170,西南民族大学,vo___!!!,4,273,-,+1(32),-,-,-7,-,-,-,+2(140),+1(8),+1(71),-,-,20%,Honorable,俞铭泽,侯彤瑶,朱明慧,周绪川,N,N
250,171,北京林业大学,皓腕凝霜雪,4,315,-,+3(80),-11,-,+1(98),-,-,-,-1,+1(38),+1(57),-,-,33%,Honorable,蔡优,管穗京,梅涵,徐艳艳,N,N
251,,广西大学,江山如画,4,333,-,+2(90),-,-,+2(114),-,-,-,-2,+1(12),+1(76),-,-,33%,Honorable,李崇彰,黄翠婷,韦书临,詹锋,N,N
252,172,邵阳学院,我的AC,4,339,-,+1(75),-,-,-3,-,-,-,+1(181),+1(6),+2(56),-,-,20%,Honorable,周鹏,刘帅,付金坪,陈云,N,N
253,173,成都大学,都市狂少,4,381,-,+1(53),-,-4,+2(234),-,-,-,-1,+1(7),+2(46),-,-,33%,Honorable,何智恒,李纪松,翟鑫麟,张修军,N,N
254,174,吉利学院,YoungKids,4,428,-,+2(55),-,-,-4,-,-,-,+2(238),+1(11),+1(82),-,-,33%,Honorable,严嘉诚,李乔治,杨靖丰,袁丁,N,N
255,175,吉首大学,做的都队,4,435,-,+1(49),-,-,-3,-,-,-,+1(216),+2(38),+2(91),-,-,33%,Honorable,李伟杰,祝江宇,钟文振,黄伟,N,N
256,176,重庆工程学院,等到秋叶终于金黄,4,452,-,+1(60),-5,-,+3(217),-,-,-,-,+1(29),+1(104),-,-,33%,Honorable,张翔,陈博恒,何慧君,陈彬,N,N
257,177,湖北第二师范学院,超级无敌奶龙大帝,4,465,-,+3(114),-,-,-4,-,-,-,+3(188),+1(30),+1(51),-,-,50%,Honorable,刘俊康,吕行航,胡荣强,王海军,N,N
258,178,安徽工业大学,安工大二队,4,544,-,+1(106),-,-,-,-,-,-,+3(277),+1(29),+1(90),-,-,33%,Honorable,朱仁乐,游子翔,蒋烨,程泽凯,N,N
259,,湖南理工学院,会ak的,4,560,-,+1(73),-1,-,-,-,-,-,+3(244),+1(23),+4(120),-,-,55%,Honorable,马沁坤,陈天好,章文一,李文彬,N,N
260,,西南石油大学,夯大力别追着我啦,4,572,-,+6(210),-,-,-3,-,-,-,+1(165),+1(12),+1(85),-,-,55%,Honorable,索枭涵,侯子杰,闫守儒,杨梅,N,N
261,179,桂林航天工业学院,这题也是线段树吗,4,578,-,+6(198),-2,-,-4,-,-,-,+1(177),+1(21),+1(82),-,-,55%,Honorable,奚晨毓,蔡函辛,罗千翔,何金花,N,N
262,180,电子科技大学成都学院,平安喜乐丶,4,589,-,+6(123),-,-,-,-,-,-,+1(287),+1(14),+1(63),-,-,55%,Honorable,吕文凯,熊悦童,,何彬,N,N
263,181,赣东学院,世界遗忘我,4,595,-,-10,-,-,+3(214),-,-,-,+2(168),+1(36),+2(95),-,-,50%,Honorable,李垚隆,,,王芳,N,N
264,182,武汉职业技术学院,大佬和他的两个摆件,4,812,-,+6(194),-,-1,-1,-,-,-,+1(280),+1(21),+1(215),-,-,55%,Honorable,罗振荣,王子玄,杨浩,陈铭,N,N
265,183,安徽中医药大学,青春猪头吗喽不会梦到虎先锋学姐,4,1015,-,+16(281),-,-,-2,-,-,-,+3(242),+3(28),+1(82),-,-,82%,Honorable,方天赐,姜子康,洪想想,胡继礼,N,N
266,184,武汉纺织大学,因为太怕爆零就全交暴力了,3,155,-,+3(28),-1,-,-4,-,-,-,-4,+1(12),+2(54),-,-,50%,Honorable,蒋沈浩,苏宇曦,胡劲睿,张自力,N,N
267,,中南民族大学,样例过了为什么没A?,3,185,-,+3(40),-,-,-1,-,-,-,-2,+1(37),+1(68),-,-,40%,Honorable,钟佑安,连怡祥,黄炜超,刘卫平,N,N
268,185,西南财经大学,鼠鼠不想打铁,3,235,-,+1(107),-2,-,-,-,-,-,-2,+1(39),+2(68),-,-,25%,Honorable,王世海,陈鹏宇,陈施燃,陈智,N,N
269,,四川农业大学,穿越之我是菜狗,3,359,-,+7(181),-,-,-2,-,-,-,-3,+1(9),+1(48),-,-,66%,Honorable,陈俊炜,聂宇豪,唐源泉,潘勇浩,N,N
270,186,重庆对外经贸学院,摆手不是拒绝而是无须多言,3,526,-,+2(46),-,-,-,-,-,-,-,+1(11),+10(268),-,-,76%,Honorable,田嘉焕,詹宇腾,沈玉霖,胡东,N,N
271,187,华侨大学,鹰隼试翼,3,527,-,+9(275),-,-,-,-,-,-,-,+1(19),+2(52),-,-,75%,Honorable,郭翔,刘坤尧,廖德智,罗伟,N,N
272,,乐山师范学院,那再想想,3,601,-,+8(293),-,-,-,-,-,-,-,+1(8),+2(139),-,-,72%,Honorable,刘家康,黄仪鸥,屈嘉,杨骏,N,N
273,,电子科技大学成都学院,让老人和孩子先A,2,133,-,+2(88),-,-,-,-,-,-,-,+1(25),-4,-,-,33%,Honorable,吴泽东,何如玉,周屿涵,胡普庆,N,N
274,188,西华师范大学,败犬acmer太多啦,2,136,-,-5,-,-,-2,-,-,-,-,+1(11),+3(84),-,-,50%,Honorable,杨铧,刘海,熊细鸿,周坤,N,N
275,189,广西民族大学,幻想成为算竞高手,2,143,-,+2(107),-,-,-,-,-,-,-1,+1(16),-1,-,-,33%,Honorable,陈健峰,李鸿运,石景宝,李熹,N,N
276,190,上海建桥学院,阿隆戴特布莱吉改一,2,263,-,+2(227),-,-,-,-,-,-,-,+1(15),-,-,-,33%,Honorable,林子航,付豪,周羽杰,林川杰,N,N
277,,重庆对外经贸学院,ACM真豪丸,2,312,-,+1(81),-,-,-,-,-,-,-,+1(230),-4,-,-,0%,Honorable,郭铭星,鄢迅,文雅,胡东,N,N
278,,重庆对外经贸学院,一时起意,2,435,-,+2(194),-,-,-,-,-,-,-,+1(221),-,-,-,33%,Honorable,邓小杰,刘瑞,刘丽平,胡东,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,
